	GeneID	logFC	logCPM	F	PValue	FDR	Accession	Isoform	E-value	ProteinN	GO_BP	GO_CC	GO_MF	GO	Status	Organism	S_10B	S_9A	S_13A	S_42A	S_46B	S_47B	S_48B	S_2A	S_2B	S_7B	S_8B	S_33A	S_36B	S_38A	S_40A
80	TRINITY_DN274635_c0_g1	17.5554204786408	5.54255778192172	66.3663597370911	8.69412781833779e-08	1.93585076242845e-06	Q12055	TRINITY_DN274635_c0_g1_i1	3.5e-31	Adenylate kinase isoenzyme 6 homolog FAP7 (AK6) (EC 2.7.4.3) (Dual activity adenylate kinase/ATPase) (AK/ATPase) (POS9-activating factor 7)	cellular response to oxidative stress [GO:0034599]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]	adenylate kinase activity [GO:0004017]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0000462; GO:0004017; GO:0005524; GO:0005634; GO:0005737; GO:0010494; GO:0016887; GO:0034599	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	65	69	48	71	73	67	38	0	0	0	1	0	0	0	0
81	TRINITY_DN274662_c0_g1	11.0800385113466	2.87504261534634	21.5942419336211	0.000154837549135684	0.00180158727283813	Q54C29	TRINITY_DN274662_c0_g1_i1	3.7e-36	General transcription factor IIH subunit 4 (TFIIH basal transcription factor complex subunit 4)	nucleotide-excision repair [GO:0006289]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; transcription by RNA polymerase II [GO:0006366]	transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]	ATPase activator activity [GO:0001671]; double-stranded DNA binding [GO:0003690]	GO:0000439; GO:0001671; GO:0003690; GO:0005675; GO:0006289; GO:0006366; GO:0070816	reviewed	Dictyostelium discoideum (Slime mold)	18	8	15	2	5	1	4	0	0	0	1	0	0	0	0
82	TRINITY_DN274697_c0_g1	10.2891340967274	2.03818416596718	12.0417506869144	0.00292094083947198	0.0214225400430469	Q78PY7	TRINITY_DN274697_c0_g1_i3	4.3e-60	Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (p100 co-activator)	gene silencing by RNA [GO:0031047]; miRNA catabolic process [GO:0010587]; regulation of cell cycle process [GO:0010564]; RNA catabolic process [GO:0006401]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dense body [GO:0097433]; melanosome [GO:0042470]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; RISC complex [GO:0016442]	endonuclease activity [GO:0004519]; endoribonuclease activity [GO:0004521]; nuclease activity [GO:0004518]; RISC complex binding [GO:1905172]; RNA binding [GO:0003723]	GO:0003723; GO:0004518; GO:0004519; GO:0004521; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006401; GO:0010564; GO:0010587; GO:0016442; GO:0031047; GO:0042470; GO:0097433; GO:1905172	reviewed	Mus musculus (Mouse)	0	0	6	0	4	7	0	0	0	0	0	0	0	0	0
83	TRINITY_DN274731_c0_g1	-3.31574116909101	8.14908664653244	13.1732926977853	0.00140237302241844	0.0114823928687436	Q8LGS1	TRINITY_DN274731_c0_g1_i1	3.6e-06	Protein MARD1 (FCS-Like Zinc finger 9) (Mediator of ABA-regulated dormancy1) (Senescence-associated protein SAG102)	response to abscisic acid [GO:0009737]; response to glucose [GO:0009749]; response to mannose [GO:1905582]; response to sucrose [GO:0009744]; seed dormancy process [GO:0010162]	cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]; P-body [GO:0000932]	kinase binding [GO:0019900]; metal ion binding [GO:0046872]	GO:0000932; GO:0005634; GO:0009737; GO:0009744; GO:0009749; GO:0010162; GO:0010494; GO:0019900; GO:0046872; GO:1905582	reviewed	Arabidopsis thaliana (Mouse-ear cress)	122	59	42	102	61	110	40	357	180	332	406	421	520	686	671
84	TRINITY_DN274735_c0_g1	-9.52457690938064	8.85708352297887	54.3153552841845	1.68666249485196e-07	3.43435554050448e-06	Q6JJ61	TRINITY_DN274735_c0_g1_i1	7e-62	50S ribosomal protein L9, chloroplastic (CL9)	translation [GO:0006412]	chloroplast [GO:0009507]; ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0009507; GO:0019843	reviewed	Ipomoea trifida (Morning glory)	65	10	16	19	2	5	22	1885	958	764	865	1281	290	967	508
85	TRINITY_DN274795_c0_g2	17.9112368652954	13.709153805063	125.895171976953	8.20559949520872e-11	2.82181449307455e-09	Q9FIA1	TRINITY_DN274795_c0_g2_i1	8.8e-57	GDSL esterase/lipase At5g55050 (EC 3.1.1.-) (Extracellular lipase At5g55050)	lipid catabolic process [GO:0016042]	extracellular region [GO:0005576]	lipase activity [GO:0016298]	GO:0005576; GO:0016042; GO:0016298	reviewed	Arabidopsis thaliana (Mouse-ear cress)	9760	10784	19836	16521	30598	5846	34761	18	2	15	21	425	453	106	11
86	TRINITY_DN274796_c0_g1	7.76192124688987	2.33962168870287	9.83452685389757	0.00462912157068568	0.0302899180999412	P93596	TRINITY_DN274796_c0_g1_i1	2.8e-70	Obtusifoliol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51) (Cytochrome P450-LIA1) (Fragment)	sterol biosynthetic process [GO:0016126]	membrane [GO:0016020]	heme binding [GO:0020037]; iron ion binding [GO:0005506]; methyltransferase activity [GO:0008168]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	GO:0004497; GO:0005506; GO:0008168; GO:0016020; GO:0016126; GO:0016705; GO:0020037	reviewed	Triticum aestivum (Wheat)	8	11	7	0	0	2	3	0	0	0	1	0	0	0	1
87	TRINITY_DN274800_c0_g1	-3.73196874995519	8.81809709913959	22.9742849913392	7.7703911197909e-05	0.000981606551663381	A4FVR1	TRINITY_DN274800_c0_g1_i1	3.5e-15	GBF-interacting protein 1-like (Protein GIP1-like)		nucleus [GO:0005634]	unfolded protein binding [GO:0051082]	GO:0005634; GO:0051082	reviewed	Arabidopsis thaliana (Mouse-ear cress)	254	170	164	61	49	41	123	1601	1211	1072	601	385	493	802	454
88	TRINITY_DN274808_c0_g1	-6.85216108745489	3.66036618346836	10.3703038699295	0.00378571638118401	0.0260373159994767	A6LKY1	TRINITY_DN274808_c0_g1_i1	1.6e-08	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	glutamine metabolic process [GO:0006541]		ATP binding [GO:0005524]; GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]; pyrophosphatase activity [GO:0016462]	GO:0003922; GO:0005524; GO:0006541; GO:0016462	reviewed	Thermosipho melanesiensis (strain DSM 12029 / CIP 104789 / BI429)	2	1	1	0	3	0	0	43	35	31	37	12	2	8	8
89	TRINITY_DN274809_c0_g1	21.709249134594	7.12265422095082	163.25732930268	3.73951222150076e-10	1.10226574528999e-08	A6VU31	TRINITY_DN274809_c0_g1_i1	1.3e-16	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	tRNA pseudouridine synthesis [GO:0031119]		RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]	GO:0003723; GO:0031119; GO:0106029	reviewed	Marinomonas sp. (strain MWYL1)	106	199	63	216	298	265	162	0	0	0	0	0	0	0	0
90	TRINITY_DN274823_c0_g1	21.3623301694363	12.023704238312	267.683172396512	3.56362748300579e-14	3.34225062421301e-12	O55044	TRINITY_DN274823_c0_g1_i2	1.4e-91	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	cellular response to oxidative stress [GO:0034599]; cholesterol biosynthetic process [GO:0006695]; erythrocyte maturation [GO:0043249]; glucose 6-phosphate metabolic process [GO:0051156]; glucose metabolic process [GO:0006006]; glutathione metabolic process [GO:0006749]; NADP metabolic process [GO:0006739]; negative regulation of protein glutathionylation [GO:0010734]; pentose biosynthetic process [GO:0019322]; pentose-phosphate shunt, oxidative branch [GO:0009051]; ribose phosphate biosynthetic process [GO:0046390]	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]	glucose-6-phosphate dehydrogenase activity [GO:0004345]; glucose binding [GO:0005536]; NADP binding [GO:0050661]; protein homodimerization activity [GO:0042803]	GO:0004345; GO:0005536; GO:0005829; GO:0006006; GO:0006695; GO:0006739; GO:0006749; GO:0009051; GO:0009898; GO:0010734; GO:0019322; GO:0034599; GO:0042803; GO:0043249; GO:0046390; GO:0050661; GO:0051156	reviewed	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	5858	9559	3148	5953	7724	6290	3687	2	1	7	11	4	1	17	3
91	TRINITY_DN274831_c0_g1	11.4243324669739	2.45209733320607	13.0693094308709	0.00213202211497279	0.0164144488702507	O61199	TRINITY_DN274831_c0_g1_i1	1.1e-95	2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)	generation of precursor metabolites and energy [GO:0006091]; glycolytic process [GO:0006096]; tricarboxylic acid cycle [GO:0006099]	mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; oxoglutarate dehydrogenase complex [GO:0045252]	oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]	GO:0004591; GO:0005739; GO:0005759; GO:0006091; GO:0006096; GO:0006099; GO:0030976; GO:0031966; GO:0045252	reviewed	Caenorhabditis elegans	0	0	7	0	8	13	0	0	0	0	0	0	0	0	0
92	TRINITY_DN274840_c0_g2	22.75876139707	9.11685784159346	297.106079175099	1.16993216285774e-14	1.90575791791826e-12	Q839B2	TRINITY_DN274840_c0_g2_i1	1.1e-40	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)	IMP salvage [GO:0032264]; purine ribonucleoside salvage [GO:0006166]	cytoplasm [GO:0005737]	guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	reviewed	Enterococcus faecalis (strain ATCC 700802 / V583)	514	332	275	1025	1289	1139	466	0	0	0	1	0	0	1	0
93	TRINITY_DN274865_c0_g1	-3.85471816009335	9.30247637341744	26.7131492542597	3.06187943297465e-05	0.000417181218558328	O94673	TRINITY_DN274865_c0_g1_i1	3e-19	Uncharacterized membrane protein C776.05	phosphatidylcholine biosynthetic process [GO:0006656]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	glycero-3-phosphocholine acyltransferase activity [GO:0106158]	GO:0000139; GO:0005783; GO:0005789; GO:0005794; GO:0006656; GO:0016021; GO:0106158	reviewed	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	304	323	199	104	38	99	134	1538	1271	1252	886	935	921	1040	909
94	TRINITY_DN276015_c0_g1	-7.32752992463083	6.2658106636069	27.4513767525157	2.57005804924798e-05	0.000353525762774333	Q9SR06	TRINITY_DN276015_c0_g1_i1	1.8e-20	Protein CLP1 homolog (CLP-like protein 3) (Protein CLP-SIMILAR PROTEIN 3)	flower development [GO:0009908]; mRNA polyadenylation [GO:0006378]; mRNA processing [GO:0006397]; phyllome development [GO:0048827]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]; vegetative to reproductive phase transition of meristem [GO:0010228]	mRNA cleavage factor complex [GO:0005849]; nucleus [GO:0005634]	ATP binding [GO:0005524]	GO:0005524; GO:0005634; GO:0005849; GO:0006378; GO:0006388; GO:0006397; GO:0009908; GO:0010228; GO:0048827	reviewed	Arabidopsis thaliana (Mouse-ear cress)	16	12	16	1	3	3	3	263	227	205	183	72	48	161	82
95	TRINITY_DN276016_c0_g1	21.0588711515207	6.58817846739286	116.123203726339	5.02159607054573e-09	1.33981377916716e-07	Q9SSF1	TRINITY_DN276016_c0_g1_i1	1e-22	Small nuclear ribonucleoprotein SmD1a (AtSmD1-a)	posttranscriptional gene silencing by RNA [GO:0035194]; spliceosomal snRNP assembly [GO:0000387]	catalytic step 2 spliceosome [GO:0071013]; commitment complex [GO:0000243]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleus [GO:0005634]; pICln-Sm protein complex [GO:0034715]; SMN-Sm protein complex [GO:0034719]; U12-type spliceosomal complex [GO:0005689]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]; vacuolar membrane [GO:0005774]	RNA binding [GO:0003723]	GO:0000243; GO:0000387; GO:0003723; GO:0005634; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0005730; GO:0005774; GO:0005829; GO:0016607; GO:0034715; GO:0034719; GO:0035194; GO:0071013	reviewed	Arabidopsis thaliana (Mouse-ear cress)	118	106	112	139	116	179	79	0	0	0	0	0	0	0	0
96	TRINITY_DN276022_c0_g1	21.9627207870477	7.34589125668947	175.193972565112	2.16008547503899e-10	7.03733110025859e-09	Q54EW1	TRINITY_DN276022_c0_g1_i1	1.3e-89	Serine hydroxymethyltransferase 2 (SHMT 2) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 2) (Serine methylase 2)	cellular response to tetrahydrofolate [GO:1904482]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; glycine metabolic process [GO:0006544]; L-serine catabolic process [GO:0006565]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]	mitochondrial matrix [GO:0005759]	amino acid binding [GO:0016597]; cobalt ion binding [GO:0050897]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; serine binding [GO:0070905]; zinc ion binding [GO:0008270]	GO:0004372; GO:0005759; GO:0006544; GO:0006565; GO:0006730; GO:0008270; GO:0016597; GO:0019264; GO:0030170; GO:0035999; GO:0046653; GO:0046655; GO:0050897; GO:0070905; GO:1904482	reviewed	Dictyostelium discoideum (Slime mold)	142	177	39	391	426	245	165	0	0	0	0	0	0	0	0
97	TRINITY_DN276025_c0_g1	21.3800510316547	9.2188210720157	282.740509404153	1.98838336144278e-14	2.45512742858048e-12	O18404	TRINITY_DN276025_c0_g1_i1	1.2e-52	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-hydroxysteroid dehydrogenase 10) (17-beta-HSD 10) (EC 1.1.1.51) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Scully protein) (Type II HADH)	acyl-CoA metabolic process [GO:0006637]; androgen metabolic process [GO:0008209]; ecdysone metabolic process [GO:0008205]; estrogen metabolic process [GO:0008210]; fatty acid metabolic process [GO:0006631]; mitochondrial tRNA processing [GO:0090646]; RNA phosphodiester bond hydrolysis, endonucleolytic [GO:0090502]; steroid metabolic process [GO:0008202]	cytosol [GO:0005829]; mitochondrial ribonuclease P complex [GO:0030678]; mitochondrion [GO:0005739]	3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity [GO:0047015]; 3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; 7-beta-hydroxysteroid dehydrogenase (NADP+) activity [GO:0047022]; acetoacetyl-CoA reductase activity [GO:0018454]; dihydrotestosterone 17-beta-dehydrogenase activity [GO:0035410]; estradiol 17-beta-dehydrogenase activity [GO:0004303]; steroid dehydrogenase activity [GO:0016229]; testosterone dehydrogenase (NAD+) activity [GO:0047035]; testosterone dehydrogenase [NAD(P)] activity [GO:0030283]	GO:0003857; GO:0004303; GO:0005739; GO:0005829; GO:0006631; GO:0006637; GO:0008202; GO:0008205; GO:0008209; GO:0008210; GO:0016229; GO:0018454; GO:0030283; GO:0030678; GO:0035410; GO:0047015; GO:0047022; GO:0047035; GO:0090502; GO:0090646	reviewed	Drosophila melanogaster (Fruit fly)	1343	1839	1041	525	516	604	330	2	0	1	4	0	0	0	1
98	TRINITY_DN276063_c0_g1	22.3439652967885	8.91797348758866	223.231349148673	2.42619996279498e-13	1.56439351767718e-11	Q5ZMQ9	TRINITY_DN276063_c0_g1_i1	1.3e-13	Peroxisomal targeting signal 1 receptor (PTS1 receptor) (PTS1R) (PTS1-BP) (Peroxin-5) (Peroxisomal C-terminal targeting signal import receptor) (Peroxisome receptor 1)	protein import into peroxisome matrix, docking [GO:0016560]	cytosol [GO:0005829]; peroxisomal membrane [GO:0005778]	peroxisome matrix targeting signal-1 binding [GO:0005052]	GO:0005052; GO:0005778; GO:0005829; GO:0016560	reviewed	Gallus gallus (Chicken)	950	488	1519	299	403	477	209	2	0	0	0	0	0	1	0
99	TRINITY_DN276081_c0_g1	7.13714953593382	1.44026510776788	10.3636462889218	0.00502497875460433	0.032000636307614	Q47UW0	TRINITY_DN276081_c0_g1_i1	5.4e-86	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	transcription, DNA-templated [GO:0006351]		DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]	GO:0003677; GO:0003899; GO:0006351	reviewed	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0
100	TRINITY_DN276081_c0_g2	8.19683359108232	1.7763699916678	10.3667825030133	0.00501970780488066	0.032000636307614	Q47UW0	TRINITY_DN276081_c0_g2_i1	4.3e-107	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	transcription, DNA-templated [GO:0006351]		DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]	GO:0003677; GO:0003899; GO:0006351	reviewed	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)	0	1	1	0	0	5	4	0	0	0	0	0	0	0	0
101	TRINITY_DN276264_c0_g1	22.4805895765515	10.3812772280744	275.49137511459	2.62355572823413e-14	2.70663499296154e-12	Q5XHZ0	TRINITY_DN276264_c0_g1_i1	2.6e-119	Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)	negative regulation of cellular respiration [GO:1901856]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; protein folding [GO:0006457]; translational attenuation [GO:0009386]	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	ATP binding [GO:0005524]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]	GO:0003723; GO:0005524; GO:0005654; GO:0005739; GO:0005743; GO:0005758; GO:0005759; GO:0006457; GO:0009386; GO:0019901; GO:0051082; GO:1901856; GO:1903751	reviewed	Rattus norvegicus (Rat)	2564	2880	4755	428	966	727	662	3	0	3	7	0	0	0	1
102	TRINITY_DN276264_c0_g3	21.5937156593725	11.329075189546	357.011276289837	1.61383966732196e-15	8.15188158761435e-13	P0CH36	TRINITY_DN276264_c0_g3_i1	1.7e-84	NADP-dependent alcohol dehydrogenase C 1 (Ms-ADHC 1) (EC 1.1.1.2)			alcohol dehydrogenase (NADP+) activity [GO:0008106]; zinc ion binding [GO:0008270]	GO:0008106; GO:0008270	reviewed	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	4606	5134	3443	2723	3817	3517	2082	3	1	2	9	2	3	6	1
103	TRINITY_DN276293_c0_g1	-11.9164848682761	2.69905811648833	19.4687511169794	0.00033487780842088	0.00344364462250325	P09444	TRINITY_DN276293_c0_g1_i1	1.8e-67	Late embryogenesis abundant protein D-34 (LEA D-34)					reviewed	Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	0	0	0	0	0	0	0	15	15	17	3	8	4	10	5
104	TRINITY_DN276293_c0_g2	-4.41117161587885	6.67688100633626	11.4022907048229	0.00259753587012898	0.0194187766136454	Q9LJ97	TRINITY_DN276293_c0_g2_i1	1e-21	Late embryogenesis abundant protein 31 (LEA 31) (Protein RESPONSIVE TO ABSCISIC ACID 28) (AtRAB28)	cellular ion homeostasis [GO:0006873]; response to lithium ion [GO:0010226]; seed germination [GO:0009845]	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]		GO:0005634; GO:0005730; GO:0005829; GO:0006873; GO:0009845; GO:0010226	reviewed	Arabidopsis thaliana (Mouse-ear cress)	31	3	25	14	29	18	21	186	183	214	69	196	124	150	259
105	TRINITY_DN276409_c0_g1	12.6957139742073	3.10791791452393	14.6759135189892	0.0013340429054778	0.0110990935281016	P00125	TRINITY_DN276409_c0_g1_i1	1e-74	Cytochrome c1, heme protein, mitochondrial (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	mitochondrial ATP synthesis coupled proton transport [GO:0042776]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]	electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity [GO:0045153]; heme binding [GO:0020037]; metal ion binding [GO:0046872]	GO:0005739; GO:0005743; GO:0005750; GO:0006122; GO:0016021; GO:0020037; GO:0042776; GO:0045153; GO:0046872	reviewed	Bos taurus (Bovine)	0	0	8	0	18	27	0	0	0	0	0	0	0	0	0
106	TRINITY_DN276418_c0_g1	10.2695681445767	2.37262823734835	14.0133848999596	0.00161330175960385	0.0129692699895426	Q3IJK2	TRINITY_DN276418_c0_g1_i1	2.5e-86	30S ribosomal protein S5	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015935; GO:0019843	reviewed	Pseudoalteromonas haloplanktis (strain TAC 125)	0	4	1	0	1	14	5	0	0	0	0	0	0	0	0
107	TRINITY_DN276445_c0_g1	-13.0539129024187	3.39476385014842	24.0956590025048	0.000112609820804527	0.00136143513824223	Q9M8M3	TRINITY_DN276445_c0_g1_i1	5e-85	Pentatricopeptide repeat-containing protein At1g80550, mitochondrial		mitochondrion [GO:0005739]		GO:0005739	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	0	0	0	0	0	0	45	30	38	23	8	2	5	5
108	TRINITY_DN276539_c0_g1	3.68857052534773	8.9084011160618	20.8998775758251	0.000134977255520651	0.00160059235952649	Q9SPK4	TRINITY_DN276539_c0_g1_i1	6.1e-66	Phosphoenolpyruvate carboxylase kinase 1 (AtPPCK1) (EC 2.7.11.1)	abscisic acid-activated signaling pathway [GO:0009738]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; response to cycloheximide [GO:0046898]; response to light stimulus [GO:0009416]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0009416; GO:0009738; GO:0009931; GO:0018105; GO:0035556; GO:0046777; GO:0046898	reviewed	Arabidopsis thaliana (Mouse-ear cress)	100	249	103	235	847	1006	887	427	201	138	111	110	111	93	142
109	TRINITY_DN276554_c0_g1	17.0116485944408	4.63494388845045	55.3342307561233	9.57417639159406e-07	1.7328699375429e-05	F4JRF4	TRINITY_DN276554_c0_g1_i1	2.1e-60	Adenine DNA glycosylase (EC 3.2.2.31) (MutY homolog) (AtMYH)	base-excision repair [GO:0006284]; DNA repair [GO:0006281]; mismatch repair [GO:0006298]	nucleus [GO:0005634]	4 iron, 4 sulfur cluster binding [GO:0051539]; 8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; adenine/guanine mispair binding [GO:0035485]; metal ion binding [GO:0046872]; oxidized purine DNA binding [GO:0032357]; purine-specific mismatch base pair DNA N-glycosylase activity [GO:0000701]	GO:0000701; GO:0005634; GO:0006281; GO:0006284; GO:0006298; GO:0032357; GO:0034039; GO:0035485; GO:0046872; GO:0051539	reviewed	Arabidopsis thaliana (Mouse-ear cress)	30	31	26	34	45	35	20	0	0	0	0	0	0	0	0
110	TRINITY_DN276572_c0_g1	-9.17474609203995	2.01631103018106	8.987571510932	0.00770914027354237	0.0455142996671233	Q6PDQ2	TRINITY_DN276572_c0_g1_i1	1.7e-11	Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12)	chromatin organization [GO:0006325]; negative regulation of transcription by RNA polymerase II [GO:0000122]; terminal button organization [GO:0072553]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone deacetylase binding [GO:0042826]; metal ion binding [GO:0046872]; RNA polymerase II repressing transcription factor binding [GO:0001103]; transcription factor binding [GO:0008134]	GO:0000122; GO:0001103; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0006325; GO:0008134; GO:0016581; GO:0032991; GO:0032993; GO:0042826; GO:0046872; GO:0072553	reviewed	Mus musculus (Mouse)	0	0	0	0	0	0	0	21	0	10	1	0	6	2	0
111	TRINITY_DN276582_c0_g1	7.87053673341779	3.11662310138051	9.99229783895737	0.00436111041667487	0.0289028623974491	Q963B7	TRINITY_DN276582_c0_g1_i1	1.4e-55	60S ribosomal protein L9	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843	reviewed	Spodoptera frugiperda (Fall armyworm)	16	4	3	7	6	17	0	1	0	0	0	6	0	0	1
112	TRINITY_DN276586_c0_g1	-6.87167014720099	8.18029979742262	38.6985373472069	2.38165015160911e-06	4.14112765125292e-05	Q8GUI4	TRINITY_DN276586_c0_g1_i1	2.8e-78	Uncharacterized GPI-anchored protein At1g61900		anchored component of membrane [GO:0031225]; anchored component of plasma membrane [GO:0046658]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]		GO:0005886; GO:0009506; GO:0031225; GO:0046658	reviewed	Arabidopsis thaliana (Mouse-ear cress)	100	23	29	21	3	20	12	1111	836	861	533	324	302	482	352
