"GeneID"	"X"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"Accession"	"Isoform"	"E.value"	"ProteinN"	"GO_BP"	"GO_CC"	"GO_MF"	"GO"	"Status"	"Organism"	"S_10B"	"S_9A"	"S_13A"	"S_42A"	"S_46B"	"S_47B"	"S_48B"	"S_2A"	"S_2B"	"S_7B"	"S_8B"	"S_33A"	"S_36B"	"S_38A"	"S_40A"
"24"	"TRINITY_DN277328_c0_g1"	24	20.32510447	12.02493955	108.6143054	1.06e-11	8.02e-10	"Q55E58"	"TRINITY_DN277328_c0_g1_i1"	8e-07	"Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1)"	"cheating during chimeric sorocarp development [GO:0099139]; mitotic cytokinesis [GO:0000281]; protein dephosphorylation [GO:0006470]"	"actomyosin [GO:0042641]"	"ATP binding [GO:0005524]; GTP binding [GO:0005525]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine kinase activity [GO:0004674]"	"GO:0000281; GO:0004674; GO:0004721; GO:0005524; GO:0005525; GO:0006470; GO:0042641; GO:0099139"	"reviewed"	"Dictyostelium discoideum (Slime mold)"	13.27593504	13.55749339	13.5075083	12.99788236	12.80100865	12.81951424	12.47498882	6.144030093	6.144030093	6.144030093	6.801082044	6.144030093	6.144030093	6.144030093	6.144030093
"25"	"TRINITY_DN277371_c0_g1"	25	18.46826037	14.39292493	88.41224435	5.08e-11	2.83e-09	"O31782"	"TRINITY_DN277371_c0_g1_i3"	3.4e-16	"Polyketide synthase PksN (EC 2.3.1.-)"	"metabolic process [GO:0008152]"	"cytoplasm [GO:0005737]"	"ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]; transferase activity, transferring acyl groups [GO:0016746]"	"GO:0005737; GO:0008152; GO:0016746; GO:0016874; GO:0031177"	"reviewed"	"Bacillus subtilis (strain 168)"	16.12407124	15.04487166	16.00183348	14.32138623	15.06655795	15.00037226	15.94422729	6.144030093	6.144030093	6.547884661	8.101679392	7.15423938	6.764563072	8.549846581	6.144030093
"26"	"TRINITY_DN278382_c0_g1"	26	19.48864017	10.85987755	79.18325597	1.08e-09	3.86e-08	"Q9C1X4"	"TRINITY_DN278382_c0_g1_i1"	5.8e-06	"Uncharacterized RING finger protein P32A8.03c"	"proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein modification by small protein conjugation or removal [GO:0070647]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]"	"nucleus [GO:0005634]"	"ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]"	"GO:0005634; GO:0006511; GO:0008270; GO:0030433; GO:0043161; GO:0061630; GO:0070647"	"reviewed"	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	12.1131479	12.62638533	12.42920841	11.51806926	11.14913737	11.83355976	11.06481568	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"27"	"TRINITY_DN278906_c0_g1"	27	18.53849221	11.81185265	97.69312895	3.84e-11	2.38e-09	"Q1DDU5"	"TRINITY_DN278906_c0_g1_i1"	1.5e-105	"Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase)"	"'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; L-kynurenine catabolic process [GO:0097053]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]"	"cytoplasm [GO:0005737]"	"kynureninase activity [GO:0030429]; pyridoxal phosphate binding [GO:0030170]"	"GO:0005737; GO:0006569; GO:0019805; GO:0030170; GO:0030429; GO:0034354; GO:0043420; GO:0097053"	"reviewed"	"Myxococcus xanthus (strain DK 1622)"	13.54938223	13.25236859	13.25889978	12.24105217	12.27821934	12.90076962	12.04080249	6.9262449	6.144030093	6.863061152	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"28"	"TRINITY_DN278965_c0_g1"	28	10.93131288	7.318892386	11.78080911	0.001861728	0.026498592	"Q20065"	"TRINITY_DN278965_c0_g1_i6"	1.1e-09	"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)"	"macromolecule modification [GO:0043412]; oxidation-reduction process [GO:0055114]; peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]"	"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]"	"iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; peptidyl-proline 4-dioxygenase activity [GO:0031545]; procollagen-proline 4-dioxygenase activity [GO:0004656]"	"GO:0004656; GO:0005506; GO:0005783; GO:0005788; GO:0016702; GO:0018401; GO:0031418; GO:0031545; GO:0043412; GO:0055114"	"reviewed"	"Caenorhabditis elegans"	6.144030093	6.144030093	9.563469531	6.144030093	8.003724783	9.043326981	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"29"	"TRINITY_DN278968_c0_g1"	29	17.0883166	10.38151164	57.07982292	1.53e-08	4.9e-07	"O14792"	"TRINITY_DN278968_c0_g1_i1"	8.9e-10	"Heparan sulfate glucosamine 3-O-sulfotransferase 1 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1) (3-OST-1) (Heparan sulfate 3-O-sulfotransferase 1) (h3-OST-1)"	"glycosaminoglycan biosynthetic process [GO:0006024]; heparan sulfate proteoglycan biosynthetic process [GO:0015012]"	"Golgi lumen [GO:0005796]"	"[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity [GO:0008467]; heparan sulfate sulfotransferase activity [GO:0034483]; sulfotransferase activity [GO:0008146]"	"GO:0005796; GO:0006024; GO:0008146; GO:0008467; GO:0015012; GO:0034483"	"reviewed"	"Homo sapiens (Human)"	11.63283856	11.50811601	11.75550078	11.34572192	11.2807551	11.20161619	11.22201129	6.587514224	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"30"	"TRINITY_DN292324_c0_g1"	30	18.13456973	14.03206022	89.96764211	4.08e-11	2.38e-09	"Q8N8W4"	"TRINITY_DN292324_c0_g1_i1"	1.5e-09	"Patatin-like phospholipase domain-containing protein 1 (EC 3.1.1.-)"	"lipid homeostasis [GO:0055088]; triglyceride catabolic process [GO:0019433]"	"cytoplasm [GO:0005737]; lipid droplet [GO:0005811]; membrane [GO:0016020]"	"triglyceride lipase activity [GO:0004806]"	"GO:0004806; GO:0005737; GO:0005811; GO:0016020; GO:0019433; GO:0055088"	"reviewed"	"Homo sapiens (Human)"	15.08376281	15.86608421	15.85408121	15.08456275	14.1711804	14.82032668	13.80613156	6.587514224	6.144030093	6.863061152	7.869740069	7.15423938	6.144030093	8.22281597	6.144030093
"31"	"TRINITY_DN292353_c0_g1"	31	17.61338288	12.25644817	92.77750616	2.77e-11	1.87e-09	"P08842"	"TRINITY_DN292353_c0_g1_i1"	1.1e-84	"Steryl-sulfatase (EC 3.1.6.2) (Arylsulfatase C) (ASC) (Estrone sulfatase) (Steroid sulfatase) (Steryl-sulfate sulfohydrolase)"	"epidermis development [GO:0008544]; female pregnancy [GO:0007565]; glycosphingolipid metabolic process [GO:0006687]; steroid catabolic process [GO:0006706]"	"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; membrane [GO:0016020]; plasma membrane [GO:0005886]"	"arylsulfatase activity [GO:0004065]; metal ion binding [GO:0046872]; steryl-sulfatase activity [GO:0004773]; sulfuric ester hydrolase activity [GO:0008484]"	"GO:0004065; GO:0004773; GO:0005764; GO:0005768; GO:0005783; GO:0005788; GO:0005789; GO:0005794; GO:0005886; GO:0006687; GO:0006706; GO:0007565; GO:0008484; GO:0008544; GO:0016020; GO:0016021; GO:0043231; GO:0046872"	"reviewed"	"Homo sapiens (Human)"	12.78640563	14.34631711	12.81121045	13.34174046	13.34727862	13.1865398	12.85705151	6.587514224	6.144030093	6.547884661	6.144030093	6.144030093	6.144030093	6.144030093	7.385279781
"32"	"TRINITY_DN292370_c1_g7"	32	-4.908719102	13.12845064	13.54324739	0.000794882	0.013576583	"P20825"	"TRINITY_DN292370_c1_g7_i1"	4.2e-16	"Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	"DNA integration [GO:0015074]"	""	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"	"reviewed"	"Drosophila melanogaster (Fruit fly)"	12.25874846	10.29567238	10.26234873	11.8968837	11.52788233	10.4932454	11.76226389	13.27244125	14.71703309	13.04556038	13.32032718	13.39306092	12.37606034	15.05528066	13.2463021
"33"	"TRINITY_DN293386_c0_g1"	33	13.39447355	8.177659176	18.62221474	0.000176352	0.003643658	"P10567"	"TRINITY_DN293386_c0_g1_i1"	1.5e-53	"Paramyosin (Uncoordinated protein 15)"	"locomotion [GO:0040011]; positive regulation of ovulation [GO:0060279]; positive regulation of sarcomere organization [GO:0060298]; regulation of cytoskeleton organization [GO:0051493]; skeletal muscle myosin thick filament assembly [GO:0030241]"	"A band [GO:0031672]; microtubule organizing center [GO:0005815]; myosin filament [GO:0032982]"	"cytoskeletal protein binding [GO:0008092]; motor activity [GO:0003774]; protein kinase binding [GO:0019901]; SH3 domain binding [GO:0017124]"	"GO:0003774; GO:0005815; GO:0008092; GO:0017124; GO:0019901; GO:0030241; GO:0031672; GO:0032982; GO:0040011; GO:0051493; GO:0060279; GO:0060298"	"reviewed"	"Caenorhabditis elegans"	7.060103406	6.144030093	10.26234873	6.144030093	9.613787923	10.45462437	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"34"	"TRINITY_DN293894_c0_g2"	34	18.76496946	13.89717117	111.8221043	2.47e-12	6.02e-10	"Q8TZW4"	"TRINITY_DN293894_c0_g2_i1"	3.5e-19	"Lysyl aminopeptidase (EC 3.4.11.15)"	""	""	"aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]"	"GO:0004177; GO:0008237; GO:0046872"	"reviewed"	"Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)"	14.79157683	15.61788004	14.2756813	14.92695009	14.95696246	15.31798441	14.64208172	6.9262449	7.128760207	7.12157687	6.144030093	7.15423938	6.144030093	7.197029129	6.894221609
"35"	"TRINITY_DN294657_c0_g1"	35	18.04139991	11.37621452	81.06156336	3.4e-10	1.36e-08	"O35587"	"TRINITY_DN294657_c0_g1_i1"	1.8e-09	"Transmembrane protein Tmp21 (21 kDa transmembrane-trafficking protein) (Integral membrane protein p23) (p24 family protein delta-1) (p24delta1)"	"COPI-coated vesicle budding [GO:0035964]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; regulated exocytosis [GO:0045055]; regulation of amyloid-beta formation [GO:1902003]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]"	"COPI-coated vesicle [GO:0030137]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; gamma-secretase complex [GO:0070765]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; melanosome [GO:0042470]; plasma membrane [GO:0005886]; trans-Golgi network transport vesicle [GO:0030140]; transport vesicle membrane [GO:0030658]; zymogen granule membrane [GO:0042589]"	"syntaxin binding [GO:0019905]"	"GO:0000139; GO:0005789; GO:0005886; GO:0006886; GO:0006890; GO:0007030; GO:0016021; GO:0019905; GO:0030137; GO:0030140; GO:0030658; GO:0033116; GO:0035964; GO:0042470; GO:0042589; GO:0045055; GO:0070765; GO:1902003"	"reviewed"	"Mesocricetus auratus (Golden hamster)"	12.56535209	13.21536126	12.94271716	12.29471915	11.75182705	11.94920206	11.67791356	6.144030093	7.128760207	6.144030093	6.801082044	6.144030093	6.144030093	6.144030093	6.144030093
"36"	"TRINITY_DN294754_c0_g1"	36	16.62959835	14.79364867	70.34824975	8.04e-10	3.03e-08	"Q8R151"	"TRINITY_DN294754_c0_g1_i2"	5.4e-07	"NFX1-type zinc finger-containing protein 1"	"chromatin silencing at centromere [GO:0030702]; chromatin silencing by small RNA [GO:0031048]"	"chromosome, centromeric region [GO:0000775]; nuclear RNA-directed RNA polymerase complex [GO:0031380]; nucleus [GO:0005634]"	"DNA-binding transcription factor activity [GO:0003700]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]"	"GO:0000775; GO:0003700; GO:0003723; GO:0005634; GO:0008270; GO:0030702; GO:0031048; GO:0031380"	"reviewed"	"Mus musculus (Mouse)"	14.78036522	18.37628669	13.90026872	13.30035924	13.02135729	13.07638373	13.65987581	7.430638066	8.92510826	7.985723301	9.79216676	6.144030093	6.144030093	7.799233968	6.144030093
"37"	"TRINITY_DN294773_c0_g2"	37	19.48342366	14.07990938	112.5191415	2.28e-12	6.02e-10	"Q8NBK3"	"TRINITY_DN294773_c0_g2_i1"	9.9e-68	"Formylglycine-generating enzyme (FGE) (EC 1.8.3.7) (C-alpha-formylglycine-generating enzyme 1) (Sulfatase-modifying factor 1)"	"glycosphingolipid metabolic process [GO:0006687]; post-translational protein modification [GO:0043687]; protein oxidation [GO:0018158]"	"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]"	"cupric ion binding [GO:1903135]; Formylglycine-generating oxidase activity [GO:0120147]; oxidoreductase activity [GO:0016491]; protein homodimerization activity [GO:0042803]"	"GO:0005783; GO:0005788; GO:0006687; GO:0016491; GO:0018158; GO:0042803; GO:0043687; GO:0120147; GO:1903135"	"reviewed"	"Homo sapiens (Human)"	14.90210521	14.76525975	14.64747316	15.99343352	15.22903977	15.42299101	14.72586758	6.9262449	6.144030093	6.547884661	6.144030093	7.15423938	6.144030093	7.799233968	6.894221609
"38"	"TRINITY_DN294773_c0_g3"	38	19.96223054	11.05981635	85.29101587	4.92e-10	1.91e-08	"Q8NBK3"	"TRINITY_DN294773_c0_g3_i1"	1.7e-67	"Formylglycine-generating enzyme (FGE) (EC 1.8.3.7) (C-alpha-formylglycine-generating enzyme 1) (Sulfatase-modifying factor 1)"	"glycosphingolipid metabolic process [GO:0006687]; post-translational protein modification [GO:0043687]; protein oxidation [GO:0018158]"	"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]"	"cupric ion binding [GO:1903135]; Formylglycine-generating oxidase activity [GO:0120147]; oxidoreductase activity [GO:0016491]; protein homodimerization activity [GO:0042803]"	"GO:0005783; GO:0005788; GO:0006687; GO:0016491; GO:0018158; GO:0042803; GO:0043687; GO:0120147; GO:1903135"	"reviewed"	"Homo sapiens (Human)"	12.09257508	11.41978205	13.10594966	12.07920677	12.08593678	11.96302672	11.46789655	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"39"	"TRINITY_DN294779_c0_g2"	39	-7.295119629	15.01902166	27.1251209	9.02e-06	0.000206343	"P35133"	"TRINITY_DN294779_c0_g2_i1"	7.1e-06	"Ubiquitin-conjugating enzyme E2 10 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 10) (Ubiquitin carrier protein 10/12) (Ubiquitin-conjugating enzyme E2-17 kDa 10/12) (Ubiquitin-protein ligase 10/12)"	"ubiquitin-dependent protein catabolic process [GO:0006511]"	""	"ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]"	"GO:0004842; GO:0005524; GO:0006511; GO:0031625; GO:0061631"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	12.78640563	11.13276518	12.50564622	12.4914054	10.66199258	11.62330051	12.49977079	15.01590446	16.15227546	14.79700522	15.07266856	16.37137415	13.86056885	17.12000161	15.76616719
"40"	"TRINITY_DN294779_c1_g3"	40	-4.686734484	14.71783809	13.09074107	0.000945333	0.015726909	"Q9ZT94"	"TRINITY_DN294779_c1_g3_i1"	2.1e-28	"Retrovirus-related Pol polyprotein from transposon RE2 (Retro element 2) (AtRE2) [Includes: Protease RE2 (EC 3.4.23.-); Reverse transcriptase RE2 (EC 2.7.7.49); Endonuclease RE2]"	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	13.65838389	11.85465279	14.10015176	12.37663842	12.03357676	12.4391566	13.36171108	15.23833192	16.11263858	14.49265332	15.09133386	15.68987032	13.63347522	16.31010214	14.88300076
"41"	"TRINITY_DN295087_c0_g1"	41	10.70477614	7.260304574	11.08269536	0.002430577	0.033479234	"P27484"	"TRINITY_DN295087_c0_g1_i3"	7e-07	"Glycine-rich protein 2"	""	""	"RNA binding [GO:0003723]; zinc ion binding [GO:0008270]"	"GO:0003723; GO:0008270"	"reviewed"	"Nicotiana sylvestris (Wood tobacco) (South American tobacco)"	6.144030093	6.144030093	9.294695484	6.144030093	6.668312546	9.487801026	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"42"	"TRINITY_DN295214_c0_g1"	42	9.509699656	10.30032912	12.86022244	0.001033399	0.016547294	"P29830"	"TRINITY_DN295214_c0_g1_i4"	1.3e-08	"17.6 kDa class II heat shock protein (17.6 kDa heat shock protein) (AtHsp17.6)"	"protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to high light intensity [GO:0009644]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]"	"cytoplasm [GO:0005737]"	"protein self-association [GO:0043621]; unfolded protein binding [GO:0051082]"	"GO:0000302; GO:0005737; GO:0006457; GO:0009408; GO:0009644; GO:0009651; GO:0042542; GO:0043621; GO:0051082; GO:0051259"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	7.829939289	8.312172818	12.70406329	13.28982577	7.604967794	6.144030093	7.403921903	8.821711428	6.144030093	6.144030093	6.144030093	6.144030093	6.764563072	6.144030093	8.284835086
"43"	"TRINITY_DN295214_c0_g2"	43	9.504195497	7.581097991	11.85305423	0.001656576	0.024391652	"P29830"	"TRINITY_DN295214_c0_g2_i3"	1.7e-08	"17.6 kDa class II heat shock protein (17.6 kDa heat shock protein) (AtHsp17.6)"	"protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to high light intensity [GO:0009644]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]"	"cytoplasm [GO:0005737]"	"protein self-association [GO:0043621]; unfolded protein binding [GO:0051082]"	"GO:0000302; GO:0005737; GO:0006457; GO:0009408; GO:0009644; GO:0009651; GO:0042542; GO:0043621; GO:0051082; GO:0051259"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	6.673587403	7.774746127	9.985649619	8.889801392	6.668312546	6.144030093	8.066058778	6.9262449	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"44"	"TRINITY_DN295219_c1_g1"	44	21.01153249	12.2939367	117.876732	3.87e-12	6.02e-10	"O26884"	"TRINITY_DN295219_c1_g1_i2"	8.8e-43	"Uncharacterized protein MTH_793"	""	""	"transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]"	"GO:0016747"	"reviewed"	"Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)"	13.6084669	12.62424108	13.99422492	13.38042965	13.26328179	13.41493173	12.99417668	6.587514224	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"45"	"TRINITY_DN295224_c1_g1"	45	17.63046013	12.03698844	89.99414632	4.07e-11	2.38e-09	"Q1ZXD6"	"TRINITY_DN295224_c1_g1_i1"	8e-15	"Probable serine/threonine-protein kinase roco5 (EC 2.7.11.1) (Ras of complex proteins and C-terminal of roc 5)"	"regulation of Rho protein signal transduction [GO:0035023]; sorocarp development [GO:0030587]"	""	"ATP binding [GO:0005524]; GTP binding [GO:0005525]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"	"GO:0004674; GO:0005089; GO:0005524; GO:0005525; GO:0030587; GO:0035023"	"reviewed"	"Dictyostelium discoideum (Slime mold)"	13.46786438	12.80638585	13.68704949	12.90431007	13.05851732	12.85701673	12.76804977	6.144030093	7.128760207	6.144030093	6.801082044	6.144030093	6.144030093	6.144030093	6.894221609
"46"	"TRINITY_DN295269_c0_g2"	46	13.3983429	8.204183052	29.20205631	8.92e-06	0.000206343	"Q5JJY4"	"TRINITY_DN295269_c0_g2_i1"	2.4e-08	"Protein kinase and PP2C-like domain-containing protein [Includes: Probable serine/threonine-protein kinase Os01g0541900 (EC 2.7.11.1); Probable protein phosphatase 2C 4 (OsPP2C04) (EC 3.1.3.16)]"	""	""	"ATP binding [GO:0005524]; magnesium-dependent protein serine/threonine phosphatase activity [GO:0004724]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine phosphatase activity [GO:0004722]"	"GO:0004674; GO:0004722; GO:0004724; GO:0005524; GO:0046872"	"reviewed"	"Oryza sativa subsp. japonica (Rice)"	9.238142042	8.785961329	8.155174857	9.19088224	9.874138112	9.237826565	8.518188605	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"47"	"TRINITY_DN296218_c0_g2"	47	-5.287651501	10.7817801	11.62893705	0.001678225	0.024429616	"Q9ZT94"	"TRINITY_DN296218_c0_g2_i5"	2.3e-10	"Retrovirus-related Pol polyprotein from transposon RE2 (Retro element 2) (AtRE2) [Includes: Protease RE2 (EC 3.4.23.-); Reverse transcriptase RE2 (EC 2.7.7.49); Endonuclease RE2]"	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	10.73267171	9.708746895	10.45089899	7.170988764	8.003724783	7.530927521	7.772648201	10.68708292	12.95908684	10.10163949	11.43211436	11.41177266	9.446760098	11.7052968	10.56764074
"48"	"TRINITY_DN296373_c0_g2"	48	12.20310245	7.746708158	20.62725105	9.5e-05	0.001995984	"O88379"	"TRINITY_DN296373_c0_g2_i1"	5.1e-06	"Bromodomain adjacent to zinc finger domain protein 1A (Cbp146)"	"chromatin remodeling [GO:0006338]; DNA-dependent DNA replication [GO:0006261]"	"CHRAC [GO:0008623]; nuclear chromosome [GO:0000228]"	"metal ion binding [GO:0046872]"	"GO:0000228; GO:0006261; GO:0006338; GO:0008623; GO:0046872"	"reviewed"	"Mus musculus (Mouse)"	6.673587403	9.478248662	7.639014836	7.764826693	9.064946689	8.935269357	8.518188605	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"49"	"TRINITY_DN296708_c0_g1"	49	21.68291002	14.66491937	140.7743929	1.09e-13	1.4e-10	"Q54CI5"	"TRINITY_DN296708_c0_g1_i1"	2.1e-13	"DPH4 homolog (DnaJ homolog subfamily C member 24)"	"peptidyl-diphthamide biosynthetic process from peptidyl-histidine [GO:0017183]; tRNA wobble uridine modification [GO:0002098]"	"cytosol [GO:0005829]; nucleus [GO:0005634]"	"metal ion binding [GO:0046872]"	"GO:0002098; GO:0005634; GO:0005829; GO:0017183; GO:0046872"	"reviewed"	"Dictyostelium discoideum (Slime mold)"	15.70082846	15.07617092	15.10252769	16.36983496	15.88986033	16.22361922	15.42243016	6.587514224	6.144030093	6.144030093	6.801082044	6.144030093	6.487405541	7.197029129	6.894221609
"50"	"TRINITY_DN296759_c4_g1"	50	10.18549877	8.505905311	15.93328005	0.000328193	0.006005931	"P02556"	"TRINITY_DN296759_c4_g1_i1"	7.6e-08	"Tubulin beta chain (Beta-tubulin) (Fragment)"	"microtubule-based process [GO:0007017]"	"cytoplasm [GO:0005737]; microtubule [GO:0005874]"	"GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]"	"GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017"	"reviewed"	"Lytechinus pictus (Painted sea urchin)"	8.016235223	7.405727998	11.32034593	6.747020898	6.668312546	10.56751766	6.144030093	6.587514224	6.144030093	6.547884661	6.144030093	6.144030093	6.144030093	6.144030093	6.894221609
"51"	"TRINITY_DN298167_c1_g1"	51	-6.416088008	14.40118937	20.59162575	6.67e-05	0.001423701	"Q94HW2"	"TRINITY_DN298167_c1_g1_i6"	8.5e-06	"Retrovirus-related Pol polyprotein from transposon RE1 (Retro element 1) (AtRE1) [Includes: Protease RE1 (EC 3.4.23.-); Reverse transcriptase RE1 (EC 2.7.7.49); Endonuclease RE1]"	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	12.5503438	11.0511076	12.82831944	11.02850154	9.431555819	11.53350414	12.8082854	14.70413053	16.06318506	14.39506639	14.72911707	15.30133215	13.497852	16.15493593	14.75043226
"52"	"TRINITY_DN298834_c0_g6"	52	11.02570006	7.581639882	17.02635536	0.000294612	0.005469542	"P78970"	"TRINITY_DN298834_c0_g6_i1"	2.5e-13	"Sphingosine N-acyltransferase lag1 (EC 2.3.1.24) (Longevity assurance factor 1) (Longevity assurance protein 1)"	"ceramide biosynthetic process [GO:0046513]; vacuolar acidification [GO:0007035]"	"endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]"	"sphingosine N-acyltransferase activity [GO:0050291]"	"GO:0005783; GO:0007035; GO:0030176; GO:0046513; GO:0050291"	"reviewed"	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	8.181202611	6.908621556	6.827685142	9.652108828	8.685148123	8.551949664	7.403921903	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
