"GeneID"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"Accession"	"Isoform"	"E.value"	"ProteinN"	"GO_BP"	"GO_CC"	"GO_MF"	"GO"	"Status"	"Organism"	"S_10B"	"S_9A"	"S_13A"	"S_42A"	"S_46B"	"S_47B"	"S_48B"	"S_2A"	"S_2B"	"S_7B"	"S_8B"	"S_33A"	"S_36B"	"S_38A"	"S_40A"
"92"	"TRINITY_DN274840_c0_g2"	22.7587614	9.116857842	297.1060792	1.17e-14	1.91e-12	"Q839B2"	"TRINITY_DN274840_c0_g2_i1"	1.1e-40	"Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)"	"IMP salvage [GO:0032264]; purine ribonucleoside salvage [GO:0006166]"	"cytoplasm [GO:0005737]"	"guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]"	"GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657"	"reviewed"	"Enterococcus faecalis (strain ATCC 700802 / V583)"	9.574148977	7.952780461	9.0660774	10.61841243	10.42609463	11.51959521	9.790148588	1.060434796	1.060434796	1.060434796	1.628546064	1.060434796	1.060434796	1.555100532	1.060434796
"93"	"TRINITY_DN274865_c0_g1"	-3.85471816	9.302476373	26.71314925	3.06e-05	0.000417181	"O94673"	"TRINITY_DN274865_c0_g1_i1"	3e-19	"Uncharacterized membrane protein C776.05"	"phosphatidylcholine biosynthetic process [GO:0006656]"	"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]"	"glycero-3-phosphocholine acyltransferase activity [GO:0106158]"	"GO:0000139; GO:0005783; GO:0005789; GO:0005794; GO:0006656; GO:0016021; GO:0106158"	"reviewed"	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	8.819176065	7.91346973	8.601556481	7.334294891	5.412242033	8.006125762	8.000446966	9.918094259	10.00180004	9.746297252	9.803812006	10.29012976	9.520850716	9.796342887	10.03658118
"94"	"TRINITY_DN276015_c0_g1"	-7.327529925	6.265810664	27.45137675	2.57e-05	0.000353526	"Q9SR06"	"TRINITY_DN276015_c0_g1_i1"	1.8e-20	"Protein CLP1 homolog (CLP-like protein 3) (Protein CLP-SIMILAR PROTEIN 3)"	"flower development [GO:0009908]; mRNA polyadenylation [GO:0006378]; mRNA processing [GO:0006397]; phyllome development [GO:0048827]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]; vegetative to reproductive phase transition of meristem [GO:0010228]"	"mRNA cleavage factor complex [GO:0005849]; nucleus [GO:0005634]"	"ATP binding [GO:0005524]"	"GO:0005524; GO:0005634; GO:0005849; GO:0006378; GO:0006388; GO:0006397; GO:0009908; GO:0010228; GO:0048827"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	4.686429691	3.454865611	5.050911635	1.854878329	2.401305792	3.29468633	2.958283586	7.385171977	7.530034244	7.153540602	7.541223171	6.619751458	5.331388279	7.123248932	6.594603157
"95"	"TRINITY_DN276016_c0_g1"	21.05887115	6.588178467	116.1232037	5.02e-09	1.34e-07	"Q9SSF1"	"TRINITY_DN276016_c0_g1_i1"	1e-22	"Small nuclear ribonucleoprotein SmD1a (AtSmD1-a)"	"posttranscriptional gene silencing by RNA [GO:0035194]; spliceosomal snRNP assembly [GO:0000387]"	"catalytic step 2 spliceosome [GO:0071013]; commitment complex [GO:0000243]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleus [GO:0005634]; pICln-Sm protein complex [GO:0034715]; SMN-Sm protein complex [GO:0034719]; U12-type spliceosomal complex [GO:0005689]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]; vacuolar membrane [GO:0005774]"	"RNA binding [GO:0003723]"	"GO:0000243; GO:0000387; GO:0003723; GO:0005634; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0005730; GO:0005774; GO:0005829; GO:0016607; GO:0034715; GO:0034719; GO:0035194; GO:0071013"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	7.464353632	6.331324397	7.778291159	7.748093892	6.973985437	8.85534483	7.246295514	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"96"	"TRINITY_DN276022_c0_g1"	21.96272079	7.345891257	175.1939726	2.16e-10	7.04e-09	"Q54EW1"	"TRINITY_DN276022_c0_g1_i1"	1.3e-89	"Serine hydroxymethyltransferase 2 (SHMT 2) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 2) (Serine methylase 2)"	"cellular response to tetrahydrofolate [GO:1904482]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; glycine metabolic process [GO:0006544]; L-serine catabolic process [GO:0006565]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]"	"mitochondrial matrix [GO:0005759]"	"amino acid binding [GO:0016597]; cobalt ion binding [GO:0050897]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; serine binding [GO:0070905]; zinc ion binding [GO:0008270]"	"GO:0004372; GO:0005759; GO:0006544; GO:0006565; GO:0006730; GO:0008270; GO:0016597; GO:0019264; GO:0030170; GO:0035999; GO:0046653; GO:0046655; GO:0050897; GO:0070905; GO:1904482"	"reviewed"	"Dictyostelium discoideum (Slime mold)"	7.728575267	7.055942395	6.281767117	9.23112918	8.83319119	9.306415879	8.2984708	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"97"	"TRINITY_DN276025_c0_g1"	21.38005103	9.218821072	282.7405094	1.99e-14	2.46e-12	"O18404"	"TRINITY_DN276025_c0_g1_i1"	1.2e-52	"3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-hydroxysteroid dehydrogenase 10) (17-beta-HSD 10) (EC 1.1.1.51) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Scully protein) (Type II HADH)"	"acyl-CoA metabolic process [GO:0006637]; androgen metabolic process [GO:0008209]; ecdysone metabolic process [GO:0008205]; estrogen metabolic process [GO:0008210]; fatty acid metabolic process [GO:0006631]; mitochondrial tRNA processing [GO:0090646]; RNA phosphodiester bond hydrolysis, endonucleolytic [GO:0090502]; steroid metabolic process [GO:0008202]"	"cytosol [GO:0005829]; mitochondrial ribonuclease P complex [GO:0030678]; mitochondrion [GO:0005739]"	"3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity [GO:0047015]; 3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; 7-beta-hydroxysteroid dehydrogenase (NADP+) activity [GO:0047022]; acetoacetyl-CoA reductase activity [GO:0018454]; dihydrotestosterone 17-beta-dehydrogenase activity [GO:0035410]; estradiol 17-beta-dehydrogenase activity [GO:0004303]; steroid dehydrogenase activity [GO:0016229]; testosterone dehydrogenase (NAD+) activity [GO:0047035]; testosterone dehydrogenase [NAD(P)] activity [GO:0030283]"	"GO:0003857; GO:0004303; GO:0005739; GO:0005829; GO:0006631; GO:0006637; GO:0008202; GO:0008205; GO:0008209; GO:0008210; GO:0016229; GO:0018454; GO:0030283; GO:0030678; GO:0035410; GO:0047015; GO:0047022; GO:0047035; GO:0090502; GO:0090646"	"reviewed"	"Drosophila melanogaster (Fruit fly)"	10.95732944	10.41246047	10.98240741	9.654999532	9.108557739	10.60535539	9.293684512	1.74026046	1.060434796	1.469830349	2.611495673	1.060434796	1.060434796	1.060434796	1.695418181
"98"	"TRINITY_DN276063_c0_g1"	22.3439653	8.917973488	223.2313491	2.43e-13	1.56e-11	"Q5ZMQ9"	"TRINITY_DN276063_c0_g1_i1"	1.3e-13	"Peroxisomal targeting signal 1 receptor (PTS1 receptor) (PTS1R) (PTS1-BP) (Peroxin-5) (Peroxisomal C-terminal targeting signal import receptor) (Peroxisome receptor 1)"	"protein import into peroxisome matrix, docking [GO:0016560]"	"cytosol [GO:0005829]; peroxisomal membrane [GO:0005778]"	"peroxisome matrix targeting signal-1 binding [GO:0005052]"	"GO:0005052; GO:0005778; GO:0005829; GO:0016560"	"reviewed"	"Gallus gallus (Chicken)"	10.45849543	8.504590947	11.52709115	8.845645754	8.753494049	10.26531024	8.637494374	1.74026046	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.555100532	1.060434796
"99"	"TRINITY_DN276081_c0_g1"	7.137149536	1.440265108	10.36364629	0.005024979	0.032000636	"Q47UW0"	"TRINITY_DN276081_c0_g1_i1"	5.4e-86	"DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')"	"transcription, DNA-templated [GO:0006351]"	""	"DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]"	"GO:0003677; GO:0003899; GO:0006351"	"reviewed"	"Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)"	2.334412939	1.498523235	1.060434796	1.060434796	1.060434796	2.855421812	1.993143853	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"100"	"TRINITY_DN276081_c0_g2"	8.196833591	1.776369992	10.3667825	0.005019708	0.032000636	"Q47UW0"	"TRINITY_DN276081_c0_g2_i1"	4.3e-107	"DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')"	"transcription, DNA-templated [GO:0006351]"	""	"DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]"	"GO:0003677; GO:0003899; GO:0006351"	"reviewed"	"Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)"	1.060434796	1.498523235	2.009723777	1.060434796	1.060434796	3.903475717	3.273137395	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"101"	"TRINITY_DN276264_c0_g1"	22.48058958	10.38127723	275.4913751	2.62e-14	2.71e-12	"Q5XHZ0"	"TRINITY_DN276264_c0_g1_i1"	2.6e-119	"Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)"	"negative regulation of cellular respiration [GO:1901856]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; protein folding [GO:0006457]; translational attenuation [GO:0009386]"	"mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]"	"ATP binding [GO:0005524]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]"	"GO:0003723; GO:0005524; GO:0005654; GO:0005739; GO:0005743; GO:0005758; GO:0005759; GO:0006457; GO:0009386; GO:0019901; GO:0051082; GO:1901856; GO:1903751"	"reviewed"	"Rattus norvegicus (Rat)"	11.88954559	11.0588096	13.17272062	9.361138483	10.0106685	10.8724354	10.29564334	1.988649135	1.060434796	2.049128754	3.190729635	1.060434796	1.060434796	1.060434796	1.695418181
"102"	"TRINITY_DN276264_c0_g3"	21.59371566	11.32907519	357.0112763	1.61e-15	8.15e-13	"P0CH36"	"TRINITY_DN276264_c0_g3_i1"	1.7e-84	"NADP-dependent alcohol dehydrogenase C 1 (Ms-ADHC 1) (EC 1.1.1.2)"	""	""	"alcohol dehydrogenase (NADP+) activity [GO:0008106]; zinc ion binding [GO:0008270]"	"GO:0008106; GO:0008270"	"reviewed"	"Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)"	12.73431212	11.89220471	12.70706562	12.0267915	11.99083243	13.1454797	11.94707666	1.988649135	1.531363875	1.788362656	3.478147494	2.250773536	2.160810364	2.848688498	1.695418181
"103"	"TRINITY_DN276293_c0_g1"	-11.91648487	2.699058116	19.46875112	0.000334878	0.003443645	"P09444"	"TRINITY_DN276293_c0_g1_i1"	1.8e-67	"Late embryogenesis abundant protein D-34 (LEA D-34)"	""	""	""	""	"reviewed"	"Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)"	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	3.523690054	3.823851949	3.778127067	2.351887504	3.675910599	2.396988615	3.408084188	2.97293112
"104"	"TRINITY_DN276293_c0_g2"	-4.411171616	6.676881006	11.4022907	0.002597536	0.019418777	"Q9LJ97"	"TRINITY_DN276293_c0_g2_i1"	1e-21	"Late embryogenesis abundant protein 31 (LEA 31) (Protein RESPONSIVE TO ABSCISIC ACID 28) (AtRAB28)"	"cellular ion homeostasis [GO:0006873]; response to lithium ion [GO:0010226]; seed germination [GO:0009845]"	"cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]"	""	"GO:0005634; GO:0005730; GO:0005829; GO:0006873; GO:0009845; GO:0010226"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	5.582946217	2.106174159	5.661716488	4.556349372	5.044058316	5.598421083	5.388553021	6.892843661	7.223094402	7.214638432	6.1604921	8.045049125	6.654077613	7.022732535	8.23242463
"105"	"TRINITY_DN276409_c0_g1"	12.69571397	3.107917915	14.67591352	0.001334043	0.011099094	"P00125"	"TRINITY_DN276409_c0_g1_i1"	1e-74	"Cytochrome c1, heme protein, mitochondrial (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)"	"mitochondrial ATP synthesis coupled proton transport [GO:0042776]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]"	"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]"	"electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity [GO:0045153]; heme binding [GO:0020037]; metal ion binding [GO:0046872]"	"GO:0005739; GO:0005743; GO:0005750; GO:0006122; GO:0016021; GO:0020037; GO:0042776; GO:0045153; GO:0046872"	"reviewed"	"Bos taurus (Bovine)"	1.060434796	1.060434796	4.138936406	1.060434796	4.41068478	6.162533019	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"106"	"TRINITY_DN276418_c0_g1"	10.26956814	2.372628237	14.0133849	0.001613302	0.01296927	"Q3IJK2"	"TRINITY_DN276418_c0_g1_i1"	2.5e-86	"30S ribosomal protein S5"	"translation [GO:0006412]"	"small ribosomal subunit [GO:0015935]"	"rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]"	"GO:0003735; GO:0006412; GO:0015935; GO:0019843"	"reviewed"	"Pseudoalteromonas haloplanktis (strain TAC 125)"	1.060434796	2.334983987	2.009723777	1.060434796	1.655951822	5.253486165	3.531436265	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"107"	"TRINITY_DN276445_c0_g1"	-13.0539129	3.39476385	24.095659	0.00011261	0.001361435	"Q9M8M3"	"TRINITY_DN276445_c0_g1_i1"	5e-85	"Pentatricopeptide repeat-containing protein At1g80550, mitochondrial"	""	"mitochondrion [GO:0005739]"	""	"GO:0005739"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	4.922766035	4.713500835	4.811996157	4.657294944	3.675910599	1.878251772	2.666863431	2.97293112
"108"	"TRINITY_DN276539_c0_g1"	3.688570525	8.908401116	20.89987758	0.000134977	0.001600592	"Q9SPK4"	"TRINITY_DN276539_c0_g1_i1"	6.1e-66	"Phosphoenolpyruvate carboxylase kinase 1 (AtPPCK1) (EC 2.7.11.1)"	"abscisic acid-activated signaling pathway [GO:0009738]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; response to cycloheximide [GO:0046898]; response to light stimulus [GO:0009416]"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]"	"ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; protein serine/threonine kinase activity [GO:0004674]"	"GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0009416; GO:0009738; GO:0009931; GO:0018105; GO:0035556; GO:0046777; GO:0046898"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	7.228630246	7.541785386	7.658633844	8.499941095	9.821417005	11.34059325	10.71713886	8.077415818	7.35664167	6.592809007	6.830379188	7.220578009	6.497791906	6.347185355	7.373583054
"109"	"TRINITY_DN276554_c0_g1"	17.01164859	4.634943888	55.33423076	9.57e-07	1.73e-05	"F4JRF4"	"TRINITY_DN276554_c0_g1_i1"	2.1e-60	"Adenine DNA glycosylase (EC 3.2.2.31) (MutY homolog) (AtMYH)"	"base-excision repair [GO:0006284]; DNA repair [GO:0006281]; mismatch repair [GO:0006298]"	"nucleus [GO:0005634]"	"4 iron, 4 sulfur cluster binding [GO:0051539]; 8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; adenine/guanine mispair binding [GO:0035485]; metal ion binding [GO:0046872]; oxidized purine DNA binding [GO:0032357]; purine-specific mismatch base pair DNA N-glycosylase activity [GO:0000701]"	"GO:0000701; GO:0005634; GO:0006281; GO:0006284; GO:0006298; GO:0032357; GO:0034039; GO:0035485; GO:0046872; GO:0051539"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	5.537731372	4.645282937	5.716012197	5.759202287	5.645134578	6.527295546	5.321750526	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"110"	"TRINITY_DN276572_c0_g1"	-9.174746092	2.01631103	8.987571511	0.00770914	0.0455143	"Q6PDQ2"	"TRINITY_DN276572_c0_g1_i1"	1.7e-11	"Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12)"	"chromatin organization [GO:0006325]; negative regulation of transcription by RNA polymerase II [GO:0000122]; terminal button organization [GO:0072553]"	"centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]"	"ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone deacetylase binding [GO:0042826]; metal ion binding [GO:0046872]; RNA polymerase II repressing transcription factor binding [GO:0001103]; transcription factor binding [GO:0008134]"	"GO:0000122; GO:0001103; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0006325; GO:0008134; GO:0016581; GO:0032991; GO:0032993; GO:0042826; GO:0046872; GO:0072553"	"reviewed"	"Mus musculus (Mouse)"	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	3.932364121	1.060434796	3.158481203	1.628546064	1.060434796	2.777737248	1.922777888	1.060434796
"111"	"TRINITY_DN276582_c0_g1"	7.870536733	3.116623101	9.992297839	0.00436111	0.028902862	"Q963B7"	"TRINITY_DN276582_c0_g1_i1"	1.4e-55	"60S ribosomal protein L9"	"translation [GO:0006412]"	"ribosome [GO:0005840]"	"rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]"	"GO:0003735; GO:0005840; GO:0006412; GO:0019843"	"reviewed"	"Spodoptera frugiperda (Fall armyworm)"	4.686429691	2.334983987	2.983683776	3.678874998	3.084074812	5.519607356	1.060434796	1.440025908	1.060434796	1.060434796	1.060434796	3.337285637	1.060434796	1.060434796	1.695418181
"112"	"TRINITY_DN276586_c0_g1"	-6.871670147	8.180299797	38.69853735	2.38e-06	4.14e-05	"Q8GUI4"	"TRINITY_DN276586_c0_g1_i1"	2.8e-78	"Uncharacterized GPI-anchored protein At1g61900"	""	"anchored component of membrane [GO:0031225]; anchored component of plasma membrane [GO:0046658]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]"	""	"GO:0005886; GO:0009506; GO:0031225; GO:0046658"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	7.228630246	4.255874467	5.867619821	5.098043112	2.401305792	5.744200587	4.634086158	9.45009235	9.398937045	9.207737856	9.072868597	8.765681746	7.920568751	8.690776442	8.672402333
"113"	"TRINITY_DN276607_c0_g1"	20.41660068	6.838034023	130.1783616	3.24e-10	9.72e-09	"Q08DH3"	"TRINITY_DN276607_c0_g1_i1"	7.3e-31	"Probable tRNA methyltransferase 9B (Probable tRNA methyltransferase 9-like protein) (EC 2.1.1.-)"	"tRNA wobble uridine modification [GO:0002098]"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]"	"2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; tRNA (uracil) methyltransferase activity [GO:0016300]; tRNA binding [GO:0000049]"	"GO:0000049; GO:0002098; GO:0005634; GO:0005737; GO:0016300; GO:0016706"	"reviewed"	"Bos taurus (Bovine)"	7.881171608	7.774113453	8.42537537	7.758335865	7.542725213	8.385272098	7.383634828	1.060434796	1.531363875	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"114"	"TRINITY_DN276631_c0_g2"	21.88878601	7.659341352	197.8806732	7.63e-12	2.95e-10	"P97501"	"TRINITY_DN276631_c0_g2_i1"	8.4e-49	"Dimethylaniline monooxygenase [N-oxide-forming] 3 (EC 1.14.13.8) (EC 1.14.14.73) (Dimethylaniline oxidase 3) (Hepatic flavin-containing monooxygenase 3) (FMO 3) (Trimethylamine monooxygenase) (EC 1.14.13.148)"	"drug metabolic process [GO:0017144]"	"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]"	"amino acid binding [GO:0016597]; flavin adenine dinucleotide binding [GO:0050660]; monooxygenase activity [GO:0004497]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; trimethylamine monooxygenase activity [GO:0034899]"	"GO:0004497; GO:0004499; GO:0005789; GO:0016021; GO:0016597; GO:0017144; GO:0034899; GO:0043231; GO:0050660; GO:0050661"	"reviewed"	"Mus musculus (Mouse)"	9.376460743	8.676207239	8.803120548	8.617125585	8.057405019	9.318106692	7.651844773	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.555100532	1.060434796
"115"	"TRINITY_DN276843_c0_g1"	-2.912007199	11.0482724	11.79403068	0.00225935	0.017351582	"P26360"	"TRINITY_DN276843_c0_g1_i1"	6.3e-29	"ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)"	"ATP synthesis coupled proton transport [GO:0015986]"	"mitochondrial inner membrane [GO:0005743]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]"	"proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]"	"GO:0005743; GO:0015986; GO:0045261; GO:0046933"	"reviewed"	"Ipomoea batatas (Sweet potato) (Convolvulus batatas)"	10.52371911	9.291454198	10.91872218	9.140068012	7.691461756	10.03677018	10.79923093	11.94223501	11.50952187	10.9486497	11.82589144	12.30023029	10.3095951	11.57368718	11.17266542
"116"	"TRINITY_DN276910_c0_g1"	16.75877733	4.452770775	50.94360417	1.65e-06	2.91e-05	"Q0VD24"	"TRINITY_DN276910_c0_g1_i1"	2.4e-27	"Histone-lysine N-methyltransferase SETMAR (EC 2.1.1.43) (SET domain and mariner transposase fusion protein homolog)"	"histone H3-K36 methylation [GO:0010452]; histone H3-K4 methylation [GO:0051568]"	"chromosome [GO:0005694]; nucleus [GO:0005634]"	"histone methyltransferase activity (H3-K36 specific) [GO:0046975]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; zinc ion binding [GO:0008270]"	"GO:0005634; GO:0005694; GO:0008270; GO:0010452; GO:0042800; GO:0046975; GO:0051568"	"reviewed"	"Bos taurus (Bovine)"	5.789930187	5.288514739	6.169508974	5.631301825	4.897001672	5.811914422	3.750436618	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
"117"	"TRINITY_DN276910_c0_g2"	20.36513085	6.913185767	134.0396582	2.51e-10	7.77e-09	"Q0VD24"	"TRINITY_DN276910_c0_g2_i1"	1.6e-27	"Histone-lysine N-methyltransferase SETMAR (EC 2.1.1.43) (SET domain and mariner transposase fusion protein homolog)"	"histone H3-K36 methylation [GO:0010452]; histone H3-K4 methylation [GO:0051568]"	"chromosome [GO:0005694]; nucleus [GO:0005634]"	"histone methyltransferase activity (H3-K36 specific) [GO:0046975]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; zinc ion binding [GO:0008270]"	"GO:0005634; GO:0005694; GO:0008270; GO:0010452; GO:0042800; GO:0046975; GO:0051568"	"reviewed"	"Bos taurus (Bovine)"	8.114627188	7.489279438	8.358677875	8.069278378	7.376873027	8.738402372	7.20981595	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.555100532	1.060434796
"118"	"TRINITY_DN276935_c0_g1"	8.590737598	3.023346347	14.06620888	0.001041274	0.009052649	"P0A356"	"TRINITY_DN276935_c0_g1_i1"	6.6e-17	"Cold shock-like protein CspLA (CspL)"	""	"cytoplasm [GO:0005737]"	"DNA binding [GO:0003677]"	"GO:0003677; GO:0005737"	"reviewed"	"Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)"	5.491053493	2.861037042	3.970485375	2.739959837	1.655951822	3.903475717	3.531436265	1.74026046	1.060434796	1.060434796	1.060434796	1.060434796	1.526532857	1.922777888	1.060434796
"119"	"TRINITY_DN276943_c0_g1"	12.02733259	3.054808469	13.82960066	0.001702004	0.013541652	"Q01085"	"TRINITY_DN276943_c0_g1_i1"	4.8e-61	"Nucleolysin TIAR (TIA-1-related protein)"	"apoptotic process [GO:0006915]; defense response [GO:0006952]; fibroblast growth factor receptor signaling pathway [GO:0008543]; germ cell development [GO:0007281]; positive regulation of cell population proliferation [GO:0008284]; regulation of transcription by RNA polymerase II [GO:0006357]; stem cell division [GO:0017145]"	"cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]"	"DNA binding [GO:0003677]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; RNA binding [GO:0003723]"	"GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005764; GO:0006357; GO:0006915; GO:0006952; GO:0007281; GO:0008284; GO:0008543; GO:0010494; GO:0017145; GO:0035925"	"reviewed"	"Homo sapiens (Human)"	1.060434796	1.060434796	3.559860772	1.060434796	4.48122249	6.162533019	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796	1.060434796
