geneID	Uniprot	annot	BPGO	CCGO	MFGO	GOterms	moduleColor	GS.exposed	p.GS.exposed	logFC	logCPM	FDR	edgeR.pvalue	MM.blue	p.MM.blue	MM.brown	p.MM.brown	MM.black	p.MM.black	MM.yellow	p.MM.yellow	MM.lightgreen	p.MM.lightgreen	MM.grey	p.MM.grey	MM.pink	p.MM.pink	MM.purple	p.MM.purple	MM.lightcyan	p.MM.lightcyan	MM.cyan	p.MM.cyan	MM.salmon	p.MM.salmon	MM.greenyellow	p.MM.greenyellow	MM.green	p.MM.green
TRINITY_DN312769_c1_g1	Q6DW74	"Digalactosyldiacylglycerol synthase 1, chloroplastic (EC 2.4.1.241)"	nodulation [GO:0009877]	chloroplast outer membrane [GO:0009707]; peribacteroid membrane [GO:0043661]	digalactosyldiacylglycerol synthase activity [GO:0046481]	GO:0009707; GO:0009877; GO:0043661; GO:0046481	cyan	-0.018846687	0.94684791	0.171535408	1.336014547	0.999895446	0.906087162	-0.034384714	0.903173856	-0.353016816	0.196823479	-0.068000649	0.809714007	0.161665999	0.564872941	0.367739714	0.177491141	0.120695002	0.668309836	0.358602513	0.18933629	0.259013123	0.351247654	-0.090572409	0.748199975	0.794718807	0.000399948	0.808455601	0.000264185	0.603531016	0.01720958	0.602619084	0.017423708
TRINITY_DN310086_c1_g4	Q9QYF1	Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (Cell line MC/9.IL4-derived protein 1) (M42C60) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short-chain aldehyde dehydrogenase) (SCALD)	adaptation of rhodopsin mediated signaling [GO:0016062]; cellular detoxification of aldehyde [GO:0110095]; retinal metabolic process [GO:0042574]; retinoid metabolic process [GO:0001523]; retinol metabolic process [GO:0042572]; visual perception [GO:0007601]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; photoreceptor inner segment [GO:0001917]	aldehyde dehydrogenase (NADP+) activity [GO:0033721]; NADP-retinol dehydrogenase activity [GO:0052650]; retinol dehydrogenase activity [GO:0004745]	GO:0001523; GO:0001917; GO:0004745; GO:0005789; GO:0007601; GO:0016021; GO:0016062; GO:0033721; GO:0042572; GO:0042574; GO:0052650; GO:0110095	cyan	-0.01829238	0.9484092	0.9045452	2.250804	0.9133491	0.7126779	-0.04481773	0.8739856	-0.4619473	0.08300028	-0.1479497	0.5987443	0.1231801	0.6618515	0.4536107	0.0894547	0.02462639	0.9305798	0.2329851	0.4033481	0.0355481	0.8999127	-0.05227273	0.8532189	0.8563073	4.61E-05	0.3930605	0.1472386	0.6092651	0.01590916	0.6235609	0.01299603
TRINITY_DN316220_c0_g3	Q6YXM6	"30S ribosomal protein S12, chloroplastic"	translation [GO:0006412]	chloroplast [GO:0009507]; small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0009507; GO:0015935; GO:0019843	cyan	0.01519555	0.9571352	0.8963438	1.602684	0.8999785	0.6750525	-0.01287775	0.9636691	-0.4553554	0.08807542	-0.02525845	0.9288021	0.1150081	0.6831703	0.2639208	0.3418656	0.01078606	0.9695675	0.1555026	0.5799927	0.0380906	0.892791	-0.3248756	0.2374155	0.8356629	0.000104646	0.6811197	0.005179259	0.4077505	0.1313808	0.46572	0.08019113
TRINITY_DN312722_c3_g1	Q9LU91	F-box protein SKIP14 (SKP1-interacting partner 14)	negative regulation of abscisic acid-activated signaling pathway [GO:0009788]; protein ubiquitination [GO:0016567]	cytosol [GO:0005829]; nucleus [GO:0005634]	NA	GO:0005634; GO:0005829; GO:0009788; GO:0016567	cyan	-0.01463658	0.9587107	0.1305834	10.89342	0.9842532	0.8280251	-0.0101978	0.9712266	0.5063487	0.05410175	-0.1403773	0.6177827	-0.1041638	0.7118046	-0.2441037	0.3806148	0.3031508	0.2720539	0.1375772	0.624881	-0.1247154	0.6578724	0.1427595	0.6117683	-0.7259459	0.002183216	-0.04243493	0.88064	-0.4766057	0.07246653	-0.4492256	0.09298849
TRINITY_DN312761_c0_g3	P35016	Endoplasmin homolog (Glucose-regulated protein 94 homolog) (GRP-94 homolog)	protein folding [GO:0006457]	endoplasmic reticulum lumen [GO:0005788]	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]	GO:0005524; GO:0005788; GO:0006457; GO:0051082	cyan	0.01309237	0.963064	2.468401	1.504024	0.3346659	0.1306224	-0.02444593	0.9310874	-0.4579088	0.0860842	-0.08581967	0.7610486	0.2148857	0.4418344	-0.02164059	0.9389811	0.2017314	0.4709182	0.3229155	0.2404224	-0.02443076	0.93113	-0.2496813	0.3694771	0.8223888	0.000167597	0.6154944	0.01458369	0.5295598	0.04233903	0.3328606	0.2254083
TRINITY_DN314250_c2_g5	P51137	Glycogen synthase kinase-3 homolog MsK-1 (EC 2.7.11.1)	NA	NA	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	cyan	0.006415685	0.9818958	0.529732	1.446824	0.9721214	0.8073615	-0.01685552	0.9524573	-0.4513689	0.09124922	-0.06514171	0.8175874	0.08824191	0.7544928	0.481509	0.06916792	0.07359414	0.7943593	0.234945	0.39929	0.164789	0.5572761	-0.1831077	0.5136221	0.8888673	9.41E-06	0.6676157	0.006536455	0.6900087	0.004415149	0.6811155	0.005179642
TRINITY_DN277942_c0_g2	O74468	Probable uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107)	methionine biosynthetic process [GO:0009086]; oxidation-reduction process [GO:0055114]; siroheme biosynthetic process [GO:0019354]; sulfate assimilation [GO:0000103]	NA	uroporphyrin-III C-methyltransferase activity [GO:0004851]	GO:0000103; GO:0004851; GO:0009086; GO:0019354; GO:0055114	cyan	-0.004696717	0.9867461	-2.305344	2.902725	0.5781269	0.3088688	0.01560555	0.9559797	-0.3802623	0.1620612	-0.05010018	0.8592621	0.2525259	0.3638665	0.5892868	0.02079408	-0.2290404	0.4115815	0.02294348	0.9353143	0.1584444	0.5727552	0.2498719	0.3690998	0.5363311	0.03929678	-0.003078245	0.9913131	-0.04695472	0.8680244	0.5213971	0.04623474
TRINITY_DN4402_c0_g2	Q3TX08	"tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)"	tRNA N2-guanine methylation [GO:0002940]	nucleus [GO:0005634]	metal ion binding [GO:0046872]; tRNA (guanine-N2-)-methyltransferase activity [GO:0004809]; tRNA binding [GO:0000049]	GO:0000049; GO:0002940; GO:0004809; GO:0005634; GO:0046872	cyan	0.003370719	0.9904878	-0.8054946	1.33656	0.7587842	0.4839416	0.01748975	0.9506703	-0.5054708	0.05458911	0.07056405	0.8026688	0.3536766	0.1959293	0.4116515	0.1273736	-0.204994	0.4636196	0.09238713	0.74331	0.3358631	0.220994	0.2166502	0.4380034	0.7547784	0.001144232	0.2253226	0.4194207	-0.02595324	0.9268485	0.5808973	0.02315681
TRINITY_DN6279_c0_g1	Q42093	ABC transporter C family member 2 (ABC transporter ABCC.2) (AtABCC2) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 2) (Glutathione S-conjugate-transporting ATPase 2) (Multidrug resistance-associated protein 2)	(+)-abscisic acid D-glucopyranosyl ester transmembrane transport [GO:1902418]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plant-type vacuole [GO:0000325]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]	(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity [GO:1902417]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]	GO:0000325; GO:0005516; GO:0005524; GO:0005773; GO:0005774; GO:0016020; GO:0016021; GO:0016887; GO:0042626; GO:0055085; GO:1902417; GO:1902418	cyan	0.003060926	0.991362	-0.7266978	1.252352	0.7591077	0.4900474	-0.00114133	0.9967791	-0.443426	0.09781174	0.06789184	0.8100133	0.4673152	0.07902397	0.1004794	0.7216174	-0.1189878	0.6727592	0.4195633	0.1195047	0.1058446	0.7073419	0.419724	0.1193484	0.6106924	0.01559756	0.009665451	0.9727281	-0.0733771	0.7949538	0.3342698	0.2233298
TRINITY_DN311732_c0_g4	Q5KPJ5	"Acetolactate synthase, mitochondrial (EC 2.2.1.6) (AHAS) (ALS) (Acetohydroxy-acid synthase)"	isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	mitochondrion [GO:0005739]	acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]	GO:0000287; GO:0003984; GO:0005739; GO:0009097; GO:0009099; GO:0030976; GO:0050660	cyan	0.002461623	0.9930532	1.031056	2.587041	0.9122589	0.7102661	-0.02014094	0.9432031	-0.4761611	0.07277106	-0.06631645	0.8143502	0.1313975	0.6406544	0.4859836	0.06625346	0.07371249	0.7940351	0.2912741	0.2922075	0.1860623	0.5067314	-0.09465519	0.7372113	0.9190413	1.29E-06	0.6177279	0.01412986	0.6959959	0.00395303	0.7108645	0.002970152
TRINITY_DN294196_c0_g2	O80800	"Acyl carrier protein 2, mitochondrial (MtACP-2) (ACP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)"	oxidation-reduction process [GO:0055114]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; respirasome [GO:0070469]	acyl binding [GO:0000035]; acyl carrier activity [GO:0000036]; cobalt ion binding [GO:0050897]; metal ion binding [GO:0046872]	GO:0000035; GO:0000036; GO:0005739; GO:0005759; GO:0046872; GO:0050897; GO:0055114; GO:0070469	cyan	0.002387288	0.993263	0.7478174	2.724021	0.9612289	0.7839403	-0.01818692	0.9487063	-0.5047944	0.05496682	-0.09567269	0.73448	0.1542783	0.5830157	0.5897505	0.02066909	-0.006148724	0.9826491	0.2222555	0.4259457	0.2402895	0.3883339	0.02714175	0.9235074	0.8959734	6.23E-06	0.5133802	0.0503126	0.651421	0.008517554	0.834038	0.000111096
TRINITY_DN292395_c0_g1	Q8VXY7	Equilibrative nucleotide transporter 1 (AtENT1) (Nucleoside transporter ENT1)	NA	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]	nucleoside transmembrane transporter activity [GO:0005337]	GO:0005337; GO:0005774; GO:0005886; GO:0016021	cyan	0.001254878	0.9964587	0.2490646	9.859178	0.926991	0.7302113	0.03865857	0.891201	0.4435243	0.09772856	0.01587173	0.9552295	-0.2942792	0.287027	0.09155708	0.7455456	-0.2566335	0.3558479	-0.384682	0.156835	-0.1296151	0.645231	0.03039628	0.9143646	-0.763814	0.000918038	-0.4813668	0.06926199	-0.4739637	0.07428998	-0.3781951	0.1645448
TRINITY_DN311039_c3_g2	Q14012	Calcium/calmodulin-dependent protein kinase type 1 (EC 2.7.11.17) (CaM kinase I) (CaM-KI) (CaM kinase I alpha) (CaMKI-alpha)	cell cycle [GO:0007049]; negative regulation of protein binding [GO:0032091]; nucleocytoplasmic transport [GO:0006913]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of muscle cell differentiation [GO:0051149]; positive regulation of neuron projection development [GO:0010976]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein acetylation [GO:1901985]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of protein serine/threonine kinase activity [GO:0071902]; positive regulation of synapse structural plasticity [GO:0051835]; positive regulation of syncytium formation by plasma membrane fusion [GO:0060143]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein phosphorylation [GO:0006468]; regulation of muscle cell differentiation [GO:0051147]; regulation of protein binding [GO:0043393]; regulation of protein localization [GO:0032880]; signal transduction [GO:0007165]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]	ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]	GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0006913; GO:0007049; GO:0007165; GO:0010976; GO:0014069; GO:0032091; GO:0032880; GO:0033138; GO:0043393; GO:0045944; GO:0046827; GO:0051147; GO:0051149; GO:0051835; GO:0060143; GO:0060999; GO:0071902; GO:0098978; GO:1901985	cyan	0.000896026	0.9974714	0.4519483	1.452885	0.992276	0.847362	-0.01548042	0.9563323	-0.5081002	0.05313899	0.01234653	0.9651669	0.1706284	0.5431902	0.4553829	0.08805387	-0.1288279	0.6472561	0.1338266	0.6344367	0.03972001	0.8882308	-0.01145379	0.9676844	0.8026997	0.000315526	0.2112287	0.4498277	0.2978815	0.2808894	0.5697309	0.02661225
TRINITY_DN314216_c8_g1	P59271	Ubiquitin-40S ribosomal protein S27a-1 [Cleaved into: Ubiquitin; 40S ribosomal protein S27a-1]	modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]	metal ion binding [GO:0046872]; protein tag [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]	GO:0003735; GO:0005634; GO:0005737; GO:0005794; GO:0005886; GO:0006412; GO:0009506; GO:0016567; GO:0019941; GO:0022627; GO:0031386; GO:0031625; GO:0046872	green	0.5522257	0.03279767	1.435288	10.8844	0.1429915	0.0341476	0.5718567	0.02592611	-0.1530344	0.5860938	0.5621856	0.02915913	0.1835709	0.5125392	-0.5921801	0.02002352	0.286465	0.3006118	-0.2369037	0.3952558	-0.3040209	0.2706111	-0.456623	0.08708291	-0.333292	0.2247708	-0.1477762	0.599178	-0.3307495	0.2285451	-0.6441648	0.009544929
TRINITY_DN296758_c2_g4	O82734	Serine/threonine-protein phosphatase PP1 isozyme 8 (EC 3.1.3.16) (Type one protein phosphatase 8)	pollen tube growth [GO:0009860]; root hair cell tip growth [GO:0048768]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]	GO:0004722; GO:0005634; GO:0005737; GO:0005829; GO:0009860; GO:0046872; GO:0048768	green	0.5137664	0.05011032	1.48488	10.82752	0.1201928	0.02660165	0.5204541	0.04670128	-0.1049011	0.709846	0.3135863	0.2550555	0.2744822	0.3221602	-0.705814	0.003279162	0.565507	0.02801629	-0.06161508	0.8273219	-0.03243676	0.9086374	-0.3607984	0.1864442	-0.2451418	0.3785283	0.008391954	0.9763204	-0.3002925	0.2768257	-0.6061288	0.01661068
TRINITY_DN274627_c0_g1	Q7S232	Metacaspase-1A (EC 3.4.22.-)	apoptotic process [GO:0006915]	NA	cysteine-type peptidase activity [GO:0008234]	GO:0006915; GO:0008234	green	-0.4925052	0.06216623	-3.005991	2.153363	0.4362272	0.1963207	-0.5055642	0.05453714	0.02239631	0.9368541	-0.3575754	0.190699	-0.3048632	0.2692189	0.7095727	0.003046881	-0.603654	0.01718086	-0.01742432	0.9508547	0.000803358	0.9977329	0.05377321	0.8490494	0.4379337	0.1025387	0.2214309	0.4277087	0.2261258	0.4177207	0.5537536	0.03221846
TRINITY_DN298472_c6_g4	Q9SSE8	Probable glycosyltransferase At3g07620 (EC 2.4.-.-)	cell wall organization [GO:0071555]; protein glycosylation [GO:0006486]	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	"transferase activity, transferring glycosyl groups [GO:0016757]"	GO:0000139; GO:0006486; GO:0016021; GO:0016757; GO:0071555	green	-0.48123	0.06935262	-3.488023	2.046058	0.3502778	0.1402243	-0.4872308	0.06545717	0.389056	0.1517746	-0.1476637	0.5994592	-0.3968918	0.1429846	-0.2871971	0.2993233	-0.1899129	0.4978159	0.009120101	0.9742663	-0.4659665	0.08000999	-0.08437653	0.7649616	-0.2064358	0.4604119	-0.2496635	0.3695125	-0.2380088	0.3929894	-0.4965552	0.05972204
TRINITY_DN314176_c0_g1	Q94AU2	25.3 kDa vesicle transport protein (AtSEC22)	"endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle fusion with Golgi apparatus [GO:0048280]"	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; SNARE complex [GO:0031201]	SNAP receptor activity [GO:0005484]	GO:0000139; GO:0005484; GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0005886; GO:0006888; GO:0006890; GO:0012507; GO:0015031; GO:0016021; GO:0031201; GO:0048280	green	0.4795528	0.07047064	8.053132	1.742891	0.03288928	0.0051964	0.4522211	0.09056408	-0.4143177	0.1246834	-0.1907908	0.4957936	0.4598876	0.08456311	-0.2314881	0.4064623	0.08744705	0.7566424	-0.1645973	0.5577412	0.1525052	0.5874054	0.3404795	0.2143138	-0.04599377	0.8707042	-0.1113272	0.692847	0.1396252	0.6196861	0.3839901	0.1576457
TRINITY_DN228089_c0_g1	Q5DC69	"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)"	protein folding [GO:0006457]	mitochondrial matrix [GO:0005759]	ATP binding [GO:0005524]	GO:0005524; GO:0005759; GO:0006457	green	0.4740255	0.07424694	4.194617	1.605147	0.2160936	0.06460815	0.4404582	0.1003465	-0.6690597	0.006379224	0.1077246	0.7023607	0.4283201	0.1111927	0.08182611	0.7718899	0.3256617	0.2362162	-0.05611244	0.8425569	0.5634049	0.0287356	0.03687857	0.896185	0.5868037	0.02147324	0.2075388	0.4579654	0.6446317	0.009476044	0.7424503	0.001523437
TRINITY_DN292387_c5_g1	Q9FJ87	Protein DETOXIFICATION 50 (AtDTX50) (DETOXIFICATION EFFLUX CARRIER 50) (Multidrug and toxic compound extrusion protein 50) (MATE protein 50) (Protein ABNORMAL SHOOT 3-like 1)	abscisic acid transport [GO:0080168]; drug transmembrane transport [GO:0006855]; regulation of response to water deprivation [GO:2000070]; response to abscisic acid [GO:0009737]; root morphogenesis [GO:0010015]	integral component of membrane [GO:0016021]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; plasma membrane [GO:0005886]	abscisic acid transmembrane transporter activity [GO:0090440]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]	GO:0005770; GO:0005886; GO:0006855; GO:0009737; GO:0010015; GO:0015297; GO:0016021; GO:0031902; GO:0042910; GO:0080168; GO:0090440; GO:2000070	green	-0.465057	0.08067981	-2.596277	2.967966	0.4659367	0.2185913	-0.4563065	0.08732994	0.3867407	0.1544395	-0.1225725	0.6634285	-0.2438558	0.3811138	-0.1580056	0.5738324	0.03994487	0.8876017	0.3484184	0.2031282	-0.2533007	0.3623463	0.08339546	0.7676248	-0.08041264	0.7757366	-0.04316991	0.8785866	-0.1770859	0.5277975	-0.4040428	0.1352682
TRINITY_DN299262_c2_g3	P54774	Cell division cycle protein 48 homolog (Valosin-containing protein homolog) (VCP)	"autophagosome maturation [GO:0097352]; ER-associated misfolded protein catabolic process [GO:0071712]; macroautophagy [GO:0016236]; mitotic spindle disassembly [GO:0051228]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]"	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; polyubiquitin modification-dependent protein binding [GO:0031593]	GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0016236; GO:0016887; GO:0030433; GO:0030970; GO:0031593; GO:0034098; GO:0051228; GO:0071712; GO:0097352	green	0.4636099	0.08175383	4.539796	1.520466	0.1390102	0.03274263	0.4531574	0.08981552	-0.6663895	0.006672355	0.1651389	0.5564276	0.592446	0.01995382	0.05527375	0.8448836	0.2166416	0.438022	-0.07667984	0.7859182	0.7427769	0.00151223	0.3271793	0.2339115	0.4946489	0.06086365	0.010378	0.9707183	0.3050826	0.268857	0.7288996	0.002050828
TRINITY_DN292335_c2_g1	P38542	GTP-binding nuclear protein Ran (GTPase Ran) (Ras-like protein TC4)	nucleocytoplasmic transport [GO:0006913]; protein transport [GO:0015031]	nucleus [GO:0005634]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]	GO:0003924; GO:0005525; GO:0005634; GO:0006913; GO:0015031	green	0.4602003	0.08432455	2.467837	2.671519	0.5996702	0.3285461	0.4506256	0.09184973	-0.7581492	0.00105511	0.01885116	0.9468353	0.5389622	0.03815976	0.2385578	0.3918662	0.00157868	0.9955449	-0.00268057	0.9924353	0.3076332	0.2646711	0.2315894	0.4062513	0.6610444	0.007290936	0.3429927	0.2107315	0.3308352	0.2284172	0.7974877	0.000368794
TRINITY_DN274797_c0_g1	P04712	Sucrose synthase 1 (EC 2.4.1.13) (Shrunken-1) (Sucrose-UDP glucosyltransferase 1)	protein tetramerization [GO:0051262]; response to anoxia [GO:0034059]; seed maturation [GO:0010431]; sucrose metabolic process [GO:0005985]	NA	sucrose synthase activity [GO:0016157]	GO:0005985; GO:0010431; GO:0016157; GO:0034059; GO:0051262	green	0.4541679	0.08901259	3.354063	3.224556	0.341845	0.1347499	0.4534981	0.08954419	0.1691188	0.5468166	0.2976877	0.2812176	-0.2294013	0.4108247	-0.546145	0.03518058	0.4233557	0.1158541	-0.3051393	0.2687636	-0.03547365	0.9001214	-0.2999926	0.2773292	-0.566709	0.02761119	-0.3976191	0.1421866	-0.1279657	0.6494766	-0.5586608	0.03041009
TRINITY_DN292974_c7_g1	P12857	"ADP,ATP carrier protein 2, mitochondrial (ADP/ATP translocase 2) (Adenine nucleotide translocator 2) (ANT 2)"	NA	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]	ATP:ADP antiporter activity [GO:0005471]	GO:0005471; GO:0005743; GO:0016021	green	-0.44926	0.09296037	-5.970086	2.072584	0.1593762	0.04052634	-0.4504407	0.09199957	0.1668009	0.5524052	-0.2247377	0.420661	-0.2680568	0.3340695	0.7383254	0.001670802	-0.09836506	0.7272671	0.2136498	0.4445277	0.01593941	0.9550388	-0.1886431	0.5007478	0.3566015	0.191997	0.7104855	0.002992501	0.3270653	0.2340842	0.4214426	0.1176859
TRINITY_DN45641_c0_g1	Q5RBU7	Lysosomal Pro-X carboxypeptidase (EC 3.4.16.2) (Proline carboxypeptidase) (Prolylcarboxypeptidase) (PRCP)	NA	lysosome [GO:0005764]	carboxypeptidase activity [GO:0004180]; serine-type peptidase activity [GO:0008236]	GO:0004180; GO:0005764; GO:0008236	green	0.4477384	0.09420898	3.268325	1.475358	0.3557618	0.1434542	0.4195518	0.1195158	-0.6339386	0.01115437	-0.1896996	0.4983079	0.5442962	0.03593015	0.01448706	0.9591322	0.1360374	0.6287974	0.03645825	0.8973625	0.272981	0.3249205	0.2603369	0.348703	0.4679735	0.07854585	0.2841584	0.3046925	0.4279385	0.1115463	0.6759335	0.005671171
TRINITY_DN274798_c0_g1	Q70FG7	"4,5-DOPA dioxygenase extradiol (EC 1.13.11.29)"	cellular aromatic compound metabolic process [GO:0006725]; oxidation-reduction process [GO:0055114]	cytoplasm [GO:0005737]	DOPA dioxygenase activity [GO:0046566]; ferrous iron binding [GO:0008198]; stizolobate synthase activity [GO:0050297]; zinc ion binding [GO:0008270]	GO:0005737; GO:0006725; GO:0008198; GO:0008270; GO:0046566; GO:0050297; GO:0055114	green	0.4453774	0.09616968	5.657595	3.781006	0.1519739	0.03815306	0.4118022	0.1272205	-0.8008516	0.000333641	0.002591263	0.9926874	0.5828983	0.02257557	0.1111105	0.6934181	0.2085288	0.4557749	0.1580912	0.5736221	0.3031499	0.2720553	0.1868564	0.504887	0.7760953	0.000670029	0.1613339	0.5656833	0.5379962	0.03857433	0.7213553	0.002402501
TRINITY_DN278921_c1_g2	P48777	Purine permease	purine nucleobase transport [GO:0006863]; xanthine transport [GO:0042906]	fungal-type vacuole [GO:0000324]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	purine nucleobase transmembrane transporter activity [GO:0005345]; xanthine transmembrane transporter activity [GO:0042907]	GO:0000324; GO:0005345; GO:0005886; GO:0005887; GO:0006863; GO:0042906; GO:0042907	green	-0.4400896	0.1006646	-5.482821	2.642583	0.1744738	0.04650755	-0.4390259	0.1015862	0.1835009	0.5127027	-0.3484365	0.2031032	-0.1496291	0.5945542	0.7393452	0.001633346	-0.5906652	0.02042421	0.05193013	0.8541713	0.1262185	0.6539851	0.4673051	0.0790313	0.0314162	0.9115014	0.05191597	0.8542107	0.01519433	0.9571387	0.584398	0.0221473
TRINITY_DN338042_c0_g1	P0CP97	FK506-binding protein 2 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase)	NA	endoplasmic reticulum [GO:0005783]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0003755; GO:0005783	green	-0.4366409	0.1036741	-5.622085	1.338592	0.1514409	0.03787245	-0.4190375	0.1200169	0.2138587	0.4440719	-0.1707185	0.542974	-0.1551537	0.5808535	0.8336333	0.000112752	-0.1605234	0.5676634	0.3450469	0.2078319	0.2520484	0.364805	0.09799013	0.7282703	0.3015405	0.274736	0.7513591	0.001240752	0.208432	0.4559888	0.521875	0.04599961
TRINITY_DN46453_c0_g1	O23254	Serine hydroxymethyltransferase 4 (AtSHMT4) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 4) (Serine methylase 4)	cellular response to tetrahydrofolate [GO:1904482]; circadian rhythm [GO:0007623]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; glycine metabolic process [GO:0006544]; L-serine catabolic process [GO:0006565]; one-carbon metabolic process [GO:0006730]; response to cadmium ion [GO:0046686]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]	cytosol [GO:0005829]; membrane [GO:0016020]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]	amino acid binding [GO:0016597]; cobalt ion binding [GO:0050897]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; serine binding [GO:0070905]; zinc ion binding [GO:0008270]	GO:0004372; GO:0005829; GO:0005886; GO:0006544; GO:0006565; GO:0006730; GO:0007623; GO:0008270; GO:0009506; GO:0016020; GO:0016597; GO:0019264; GO:0030170; GO:0035999; GO:0046653; GO:0046655; GO:0046686; GO:0050897; GO:0070905; GO:1904482	green	0.4364655	0.1038288	4.156553	2.105645	0.2606015	0.08605324	0.4107676	0.1282741	-0.6201203	0.01365593	0.1352953	0.6306884	0.5491901	0.03397162	0.03617764	0.8981486	0.3868794	0.154279	0.04005038	0.8873066	0.6908249	0.004349744	0.1617547	0.5646565	0.5291876	0.04251116	0.2239623	0.4223082	0.5405341	0.03749226	0.7153831	0.002713826
