geneIDs	logFC	logCPM	FDR	edgeR.pvalue	BPGO	MFGO
TRINITY_DN172839_c0_g1	2.13417169717195	1.62443339296457	0.649982494391005	0.371298562224005		cysteine-type peptidase activity [GO:0008234]
TRINITY_DN316904_c8_g7	5.2021942738226	4.03325153127127	0.194919527124454	0.0544767014418911	modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567]; translation [GO:0006412]	protein tag [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]
TRINITY_DN292371_c1_g1	3.0842015720027	1.3480411723435	0.27810017933346	0.0950791478312652	cellular response to heat [GO:0034605]; cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; protein refolding [GO:0042026]; response to unfolded protein [GO:0006986]	ATPase activity [GO:0016887]; ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]
TRINITY_DN299703_c0_g2	3.2304612654296	4.15140480084774	0.357004351299602	0.144647320365008	ammonium transmembrane transport [GO:0072488]; ammonium transport [GO:0015696]; methylammonium transport [GO:0015843]; response to nematode [GO:0009624]	ammonium transmembrane transporter activity [GO:0008519]
TRINITY_DN278999_c3_g5	3.72166905217928	1.40805493724639	0.244383526032536	0.0779342617751576	response to water deprivation [GO:0009414]	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]
TRINITY_DN62289_c0_g1	2.65110816015681	2.28396466832989	0.544945164449109	0.279779601392451	negative regulation of transcription elongation from RNA polymerase II promoter [GO:0034244]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]	
TRINITY_DN616819_c0_g1	1.9402895945825	1.36318251953456	0.686427070910108	0.406533383191673	attachment of GPI anchor to protein [GO:0016255]; GPI anchor biosynthetic process [GO:0006506]; protein localization to cell surface [GO:0034394]; regulation of receptor signaling pathway via JAK-STAT [GO:0046425]	
TRINITY_DN27464_c0_g1	5.08234764954116	2.03939469151071	0.166983707214988	0.0438184924383687	protein folding [GO:0006457]	adenyl-nucleotide exchange factor activity [GO:0000774]; chaperone binding [GO:0051087]; protein homodimerization activity [GO:0042803]
TRINITY_DN105050_c0_g1	1.9697248338632	2.19730817234638	0.75558621645917	0.479473773546304	maturation of LSU-rRNA [GO:0000470]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
TRINITY_DN610807_c0_g1	1.37839214362513	1.59145751658707	0.847132931262252	0.589571674939868	rRNA base methylation [GO:0070475]	methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]
TRINITY_DN52447_c0_g1	1.59000743641162	1.7354075956827	0.795963636751409	0.536471775852485	polyamine biosynthetic process [GO:0006596]; spermidine biosynthetic process [GO:0008295]	spermidine synthase activity [GO:0004766]
TRINITY_DN444543_c0_g1	1.18408676199035	1.27107965953197	0.999895446034155	0.999599137235275	ATP hydrolysis coupled proton transport [GO:0015991]	proton transmembrane transporter activity [GO:0015078]
TRINITY_DN316937_c0_g4	3.51122253763151	2.36910037442789	0.451248353018756	0.208492777000589	actin filament depolymerization [GO:0030042]; actin filament severing [GO:0051014]; cell cycle [GO:0007049]; cell division [GO:0051301]; endocytosis [GO:0006897]; Golgi to plasma membrane protein transport [GO:0043001]	actin filament binding [GO:0051015]
TRINITY_DN66605_c0_g1	1.20138929287819	1.31086937858539	0.999895446034155	0.999604556303612	poly(A)+ mRNA export from nucleus [GO:0016973]; ribosomal small subunit biogenesis [GO:0042274]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; mRNA binding [GO:0003729]
TRINITY_DN298813_c1_g2	1.81345605209995	4.12325116311171	0.660106221646294	0.382531733700193	DNA integration [GO:0015074]; DNA recombination [GO:0006310]; transposition, RNA-mediated [GO:0032197]	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; peptidase activity [GO:0008233]; ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; zinc ion binding [GO:0008270]
TRINITY_DN310739_c1_g5	1.9309113702316	1.67390667920419	0.722165766521835	0.445199445080343	actin filament bundle assembly [GO:0051017]; response to alkaline pH [GO:0010446]; response to bacterium [GO:0009617]; response to reactive oxygen species [GO:0000302]; translation [GO:0006412]; translational elongation [GO:0006414]	actin filament binding [GO:0051015]; actin monomer binding [GO:0003785]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]
TRINITY_DN104336_c0_g1	2.95921152493968	1.6172904731965	0.436402920816518	0.19698057524416	cellular protein localization [GO:0034613]; intracellular protein transport [GO:0006886]; positive regulation of mitotic division septum assembly [GO:0140281]; Rab protein signal transduction [GO:0032482]; septation initiation signaling [GO:0031028]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
TRINITY_DN175172_c0_g1	1.13474128264637	1.88291763303134	0.895558105848416	0.66204747857227	protein refolding [GO:0042026]	adenyl-nucleotide exchange factor activity [GO:0000774]; ATP binding [GO:0005524]
TRINITY_DN238618_c0_g1	2.43397403282507	2.48328949353319	0.596421279388882	0.325478365391865	oxidation-reduction process [GO:0055114]	heme binding [GO:0020037]; metal ion binding [GO:0046872]
TRINITY_DN276917_c1_g1	2.55986050311419	1.43200642560371	0.34010709236575	0.133735163621686	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]
TRINITY_DN316904_c8_g3	0.192210868088075	1.39726198790503	0.831068889998875	0.571678729178548	cytoplasmic translation [GO:0002181]; modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567]	metal ion binding [GO:0046872]; protein tag [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]
TRINITY_DN173983_c0_g1	1.62506325949785	1.62604935339356	0.776099937881745	0.514558020204633	DNA-dependent DNA replication [GO:0006261]; DNA repair [GO:0006281]	3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]
TRINITY_DN220166_c0_g1	-0.0491259932279417	1.34003191646695	0.819461193510879	0.558928134608101	protein folding [GO:0006457]	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]
TRINITY_DN278999_c2_g1	1.45923735809352	2.38146035945464	0.91334910765501	0.712625929951348		DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]
TRINITY_DN292914_c0_g1	0.595418380725205	9.64110093887392	0.715559894756855	0.437145545288074	cellular zinc ion homeostasis [GO:0006882]; zinc ion transport [GO:0006829]	metal ion binding [GO:0046872]; metal ion transmembrane transporter activity [GO:0046873]; zinc ion transmembrane transporter activity [GO:0005385]
TRINITY_DN293478_c2_g10	1.6531443582225	1.54004262011675	0.780907136574898	0.521015520768124		GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]
TRINITY_DN663148_c0_g1	-2.18508224912773	1.3257362785622	0.49980724803162	0.244493755579926		manganese ion binding [GO:0030145]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]
TRINITY_DN316937_c0_g2	0.91272080439959	1.7292438544818	0.91225894189714	0.711237746945977	actin filament depolymerization [GO:0030042]; cell cycle [GO:0007049]; cell division [GO:0051301]	actin binding [GO:0003779]
TRINITY_DN293398_c2_g4	1.44354351134419	2.19051297161094	0.825933332771196	0.565744318408703	ATP synthesis coupled proton transport [GO:0015986]; mitochondrial ATP synthesis coupled proton transport [GO:0042776]; proton transmembrane transport [GO:1902600]	ATP binding [GO:0005524]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
TRINITY_DN312087_c2_g11	0.5483048415926	1.48321408995968	0.990214677154093	0.840482700124007		ATP binding [GO:0005524]
TRINITY_DN278821_c0_g4	-0.344214137044632	1.43691436375995	0.999895446034155	0.879162519779899	actin cytoskeleton organization [GO:0030036]	actin monomer binding [GO:0003785]
TRINITY_DN277294_c1_g1	-1.53573427068137	2.01535148934283	0.768259206877068	0.503108256877187	fatty acid biosynthetic process [GO:0006633]	enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]; enoyl-[acyl-carrier-protein] reductase activity [GO:0016631]
TRINITY_DN296378_c1_g1	-0.347988199645381	1.77083328812555	0.998749691536605	0.855149170459451	phosphate ion transmembrane transport [GO:0035435]	inorganic phosphate transmembrane transporter activity [GO:0005315]
TRINITY_DN231213_c0_g1	-1.20248300098499	1.44694836202383	0.707479472604842	0.42848443693346	cell redox homeostasis [GO:0045454]; histone succinylation [GO:0106077]	dihydrolipoyl dehydrogenase activity [GO:0004148]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]
TRINITY_DN226191_c0_g1	-0.108437514688469	1.25531548311883	0.999895446034155	0.99961888030092	protein folding [GO:0006457]; response to heat [GO:0009408]	ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]
