Uniprot	annot	BPGO	CCGO	MFGO	GOterms	moduleColor	GS.exposed	p.GS.exposed	logFC	logCPM	FDR	edgeR.pvalue	MM.blue	p.MM.blue	MM.brown	p.MM.brown	MM.magenta	p.MM.magenta	MM.yellow	p.MM.yellow	MM.pink	p.MM.pink	MM.cyan	p.MM.cyan	MM.tan	p.MM.tan	MM.lightcyan	p.MM.lightcyan	MM.lightgreen	p.MM.lightgreen	MM.black	p.MM.black	MM.purple	p.MM.purple	MM.grey	p.MM.grey	MM.grey60	p.MM.grey60
TRINITY_DN311798_c0_g1	Q9FYA6	Branched-chain-amino-acid aminotransferase 5, chloroplastic (Atbcat-5) (EC 2.6.1.42)	isoleucine biosynthetic process [GO:0009097]; leucine biosynthetic process [GO:0009098]; valine biosynthetic process [GO:0009099]	chloroplast [GO:0009507]	branched-chain-amino-acid transaminase activity [GO:0004084]; L-isoleucine transaminase activity [GO:0052656]; L-leucine transaminase activity [GO:0052654]; L-valine transaminase activity [GO:0052655]	GO:0004084; GO:0009097; GO:0009098; GO:0009099; GO:0009507; GO:0052654; GO:0052655; GO:0052656	blue	0.522319081725215	0.0457819400198775	2.45868854173119	10.7942947296545	0.11276823227185	0.0242489138872464	0.580414775022459	0.0232986614842483	-0.311074444229474	0.259086290447866	0.373009952468396	0.170884676642651	0.163130984895382	0.561303831756002	-0.502412821707364	0.0563118189172523	0.336212640616754	0.220483702690779	-0.128532867560662	0.648015621225316	-0.439943079854431	0.100791184251558	-0.326015264374814	0.235677964593032	0.0056331291488727	0.984103828376589	-0.247534329916526	0.373743073238989	0.124451754215793	0.658555028368695	-0.396825954245843	0.143057068468124
TRINITY_DN311798_c0_g2	P53118	Putative lipase ROG1 (EC 3.1.-.-) (Revertant of glycogen synthase kinase mutation protein 1)	cellular lipid metabolic process [GO:0044255]; lipid catabolic process [GO:0016042]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	acylglycerol lipase activity [GO:0047372]	GO:0005634; GO:0005737; GO:0016042; GO:0044255; GO:0047372	blue	0.517639433105709	0.0481144980484829	1.83348694328055	9.76799060418858	0.045248501163558	0.00763157273259362	0.531473975477282	0.041461880103297	-0.365378247902053	0.180504774783852	0.150176067580231	0.59319184856679	0.40905324871731	0.130033207765396	0.0723724318614744	0.797707206608672	-0.115587162961053	0.681652026265712	0.050129069437704	0.859181693262205	-0.00397134436719926	0.988792904053408	-0.218176841785139	0.434702452918222	-0.0514065794438283	0.855627281123832	0.272452512524844	0.325895532922377	0.393877896022996	0.14632393123716	-0.171045533337424	0.54218992369131
TRINITY_DN298612_c2_g4	Q54J69	60S ribosomal protein L10	ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; lipid droplet [GO:0005811]	structural constituent of ribosome [GO:0003735]	GO:0000027; GO:0003735; GO:0005811; GO:0006412; GO:0022625	blue	0.515991654760617	0.0489563196406655	2.92362389057314	2.43262937122709	0.428138278554464	0.190068495875229	0.563497678617833	0.0287035539279708	-0.336370271536967	0.220253801187314	0.469097744714129	0.0777341640911402	0.00253988634582286	0.992832342467647	-0.220647033010948	0.42938815507302	-0.104888125061718	0.709880486101038	0.109620701879981	0.697348354134823	0.357296196339068	0.191070523082994	-0.586064386795369	0.0216787032178208	-0.419540813201417	0.119526542316859	0.0490386597094486	0.862217525653855	-0.115034161701317	0.683101868430319	-0.112901029740081	0.688704046523579
TRINITY_DN317261_c4_g1	Q9LIE6	VQ motif-containing protein 22 (AtVQ22)		nucleus [GO:0005634]		GO:0005634	blue	0.514415364670464	0.0497717242312948	3.09742245173074	10.8162306052159	0.0105884821499523	0.00125898592283762	0.488652291126875	0.0645581207390626	-0.546883664402787	0.0348844021437264	0.149045987982968	0.59600766216509	0.615208152823483	0.0146426686489406	-0.057888690149751	0.837633086195146	-0.149175052424794	0.595685802202724	-0.174861748668234	0.533077001288643	-0.170623349647006	0.543202252542287	0.0482505946994516	0.864412710700655	0.188195633282498	0.501782938688702	0.0907181994713562	0.747806797248093	0.498697436558297	0.0584579024777163	-0.0756798299120205	0.788651399381549
TRINITY_DN296758_c2_g4	O82734	Serine/threonine-protein phosphatase PP1 isozyme 8 (EC 3.1.3.16) (Type one protein phosphatase 8)	pollen tube growth [GO:0009860]; root hair cell tip growth [GO:0048768]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]	GO:0004722; GO:0005634; GO:0005737; GO:0005829; GO:0009860; GO:0046872; GO:0048768	blue	0.513766402807077	0.0501103156789086	1.48487963205783	10.8275190313029	0.120192834374762	0.0266016450877906	0.583485691071135	0.0224070806980595	-0.227389808341972	0.41505247493413	0.305640447058946	0.267938094557396	0.28548349811136	0.302344240725964	-0.0478634660916963	0.865491410235079	0.181653679383992	0.517028951381671	-0.0328711944149966	0.907418614820898	-0.202960133129205	0.468162901812768	-0.37911309919678	0.163438831825533	-0.45589594293848	0.0876512254889804	-0.00677200128401239	0.980890531051598	0.343728525960931	0.209689947971918	-0.573122560807802	0.0255239415230233
TRINITY_DN371087_c0_g1	Q9M1C7	ABC transporter C family member 9 (ABC transporter ABCC.9) (AtABCC9) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 9) (Glutathione S-conjugate-transporting ATPase 9) (Multidrug resistance-associated protein 9)	response to nematode [GO:0009624]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plant-type vacuole [GO:0000325]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0000325; GO:0005524; GO:0005774; GO:0009506; GO:0009624; GO:0016020; GO:0016021; GO:0016887; GO:0042626; GO:0055085	blue	0.512652509255078	0.0506954277026576	5.09854051025567	1.45960159966655	0.118810374626556	0.0260071584260926	0.50358756486063	0.0556454025037677	-0.452855307938067	0.0900565430920149	0.139840832992057	0.619140138781962	0.526784986427936	0.043634902490921	0.220683997355015	0.429308884091602	-0.218482307637099	0.434043480363785	0.16971783119784	0.545376326365458	0.376715427524945	0.166337889773013	-0.00608687474799548	0.982823567544901	-0.205992249624452	0.461397469831612	-0.0514358718799084	0.855545810812658	0.366150847077768	0.179515157396914	0.052056708247609	0.853819413942676
TRINITY_DN276265_c2_g1	Q15PD3	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	protein refolding [GO:0042026]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]	GO:0005524; GO:0005737; GO:0042026; GO:0051082	blue	0.51132033759335	0.0514017748890379	6.52633838993824	2.19889744995699	0.0787719314143425	0.0148381376460619	0.55711008409254	0.0309730653216719	-0.411029768615123	0.128006628930396	0.435930185546727	0.104302080402006	0.22911134966051	0.411432685316254	-0.25118893405404	0.3664976897274	0.136317569003342	0.62808410944854	-0.352333319934044	0.197752532909681	-0.13667930679867	0.627163579751289	-0.22860393657555	0.412497878721651	-0.18967516539477	0.498364186906533	-0.18989328373662	0.49786110437531	0.261454973104212	0.346561815999491	-0.192798161694034	0.491183838298429
TRINITY_DN255932_c0_g1	Q641B2	Eukaryotic translation initiation factor 3 subunit G-B (eIF3g-B) (Eukaryotic translation initiation factor 3 RNA-binding subunit B) (eIF-3 RNA-binding subunit B) (Eukaryotic translation initiation factor 3 subunit 4-B)	formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]	translation initiation factor activity [GO:0003743]	GO:0001732; GO:0003743; GO:0005852; GO:0006413; GO:0016282; GO:0033290	blue	0.504271613117694	0.055260017643869	6.73526136776619	2.38810242698302	0.0730503183643821	0.0134771346643173	0.558484111361428	0.030473843273051	-0.165942743554193	0.554480635574624	0.160632581842816	0.567396385381146	-0.197488070058079	0.480493493766038	-0.18320189752113	0.51340189729595	0.1652309942816	0.556204435362415	0.268042556627731	0.334096267476698	0.144416346870285	0.607598722676545	-0.303867279114577	0.27086553038621	-0.282235384080775	0.308119021601003	-0.159627100445859	0.569856158776741	-0.300146285192406	0.277071094083005	-0.154734623108158	0.581888194760808
TRINITY_DN278995_c0_g1	Q9SA23	Syntaxin-51 (AtSYP51)	intracellular protein transport [GO:0006886]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]; vesicle-mediated transport [GO:0016192]	endomembrane system [GO:0012505]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; SNARE complex [GO:0031201]; vacuole [GO:0005773]	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]	GO:0000149; GO:0005484; GO:0005773; GO:0005794; GO:0006886; GO:0006906; GO:0010008; GO:0012505; GO:0016021; GO:0016192; GO:0031201; GO:0031902; GO:0048278	blue	0.503989116102644	0.0554189357835342	1.7305356073102	10.8735104746137	0.0935719569443408	0.0188050911855832	0.623947724009676	0.0129234013246534	-0.119911708451964	0.670350021270546	0.536945253514447	0.0390291595542294	0.109145142333707	0.698604446812203	-0.397930445477246	0.14184590160052	0.674490410517721	0.00581440154689203	0.230575131610549	0.408367878127115	-0.369385227879748	0.175410762167	-0.163211083517985	0.561108966369525	-0.16129066334779	0.565788903782981	-0.306966784060467	0.265760903519153	-0.129365955884602	0.645871707728622	-0.501122476089691	0.0570505148777023
TRINITY_DN293685_c2_g1	Q03684	Luminal-binding protein 4 (BiP 4) (78 kDa glucose-regulated protein homolog 4) (GRP-78-4)		endoplasmic reticulum lumen [GO:0005788]	ATP binding [GO:0005524]	GO:0005524; GO:0005788	blue	0.501409784649375	0.0568854279327159	4.5521537950406	2.74876697283272	0.249855660541953	0.0804866215057599	0.609518264817282	0.0158535468539151	-0.13866698140419	0.622114589573024	0.477587976859627	0.0717968213624086	-0.0693847963878947	0.805908150944112	-0.152505689836464	0.58740413035681	0.342008205997236	0.212130283029609	-0.0634161127349538	0.822347516941816	-0.0659107748726551	0.815467808744751	-0.156671037036977	0.577113517619277	-0.299591380348232	0.278003748581169	-0.299561523546951	0.278053983478958	-0.395687562705007	0.144312683783025	-0.4821909874137	0.0687178446451143
TRINITY_DN29469_c0_g1	Q9FWW5	WEB family protein At1g12150	chloroplast accumulation movement [GO:0009904]; chloroplast avoidance movement [GO:0009903]	cytosol [GO:0005829]		GO:0005829; GO:0009903; GO:0009904	blue	0.50035855176563	0.0574911654895667	3.70556238974781	2.67565564205448	0.317205529631291	0.119297674354452	0.575470079661538	0.0247906964282122	-0.264742196540856	0.340309324998875	0.403449016648286	0.13589798174439	-0.052034326303187	0.853881642107602	-0.186641205133374	0.505386463943467	0.144236881113813	0.608049818508674	-0.387778449222468	0.153241238701818	-0.0432833048813446	0.878269872506174	-0.423997800543807	0.115243714931445	-0.435289069070597	0.10487079309924	-0.12865471044396	0.647701903575382	0.0204648961185349	0.942290907634372	-0.363932523234449	0.182366140791813
TRINITY_DN293346_c6_g2	P40792	Ras-related protein Rac1	actin cytoskeleton organization [GO:0030036]; actin cytoskeleton reorganization [GO:0031532]; actin filament bundle assembly [GO:0051017]; actin filament organization [GO:0007015]; activation of protein kinase activity [GO:0032147]; adherens junction maintenance [GO:0034334]; axonal fasciculation [GO:0007413]; axon extension [GO:0048675]; axon guidance [GO:0007411]; axon midline choice point recognition [GO:0016199]; border follicle cell migration [GO:0007298]; cell competition in a multicellular organism [GO:0035212]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; cell population proliferation [GO:0008283]; cortical actin cytoskeleton organization [GO:0030866]; dendrite development [GO:0016358]; dendrite morphogenesis [GO:0048813]; determination of digestive tract left/right asymmetry [GO:0071907]; dorsal appendage formation [GO:0046843]; dorsal closure [GO:0007391]; dorsal closure, amnioserosa morphology change [GO:0046664]; dorsal closure, elongation of leading edge cells [GO:0007394]; dorsal closure, spreading of leading edge cells [GO:0007395]; embryonic anterior midgut (ectodermal) morphogenesis [GO:0048615]; encapsulation of foreign target [GO:0035010]; germ-band shortening [GO:0007390]; glial cell migration [GO:0008347]; head involution [GO:0008258]; hemocyte development [GO:0007516]; hemocyte migration [GO:0035099]; imaginal disc-derived wing hair site selection [GO:0035320]; immune response-regulating cell surface receptor signaling pathway involved in phagocytosis [GO:0002433]; JNK cascade [GO:0007254]; lamellipodium assembly [GO:0030032]; melanotic encapsulation of foreign target [GO:0035011]; memory [GO:0007613]; mesodermal cell migration [GO:0008078]; motor neuron axon guidance [GO:0008045]; muscle attachment [GO:0016203]; muscle fiber development [GO:0048747]; myoblast fusion [GO:0007520]; myoblast proliferation [GO:0051450]; negative regulation of lamellipodium assembly [GO:0010593]; nephrocyte filtration [GO:0097206]; neuron projection development [GO:0031175]; neuron projection morphogenesis [GO:0048812]; open tracheal system development [GO:0007424]; ovarian follicle cell development [GO:0030707]; peripheral nervous system development [GO:0007422]; positive regulation of axon extension [GO:0045773]; positive regulation of axon guidance [GO:1902669]; positive regulation of border follicle cell migration [GO:1903688]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of JNK cascade [GO:0046330]; positive regulation of protein serine/threonine kinase activity [GO:0071902]; positive regulation of wound healing [GO:0090303]; regulation of axonogenesis [GO:0050770]; regulation of dendrite morphogenesis [GO:0048814]; regulation of locomotor rhythm [GO:1904059]; regulation of synapse assembly [GO:0051963]; regulation of synapse organization [GO:0050807]; response to wounding [GO:0009611]; rhabdomere development [GO:0042052]; Rho protein signal transduction [GO:0007266]; salivary gland morphogenesis [GO:0007435]; sensory perception of touch [GO:0050975]; tracheal outgrowth, open tracheal system [GO:0007426]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]; ventral cord development [GO:0007419]	cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; extrinsic component of plasma membrane [GO:0019897]; plasma membrane [GO:0005886]; rhabdomere [GO:0016028]; ruffle [GO:0001726]	GTPase activating protein binding [GO:0032794]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]	GO:0000902; GO:0001726; GO:0001954; GO:0002433; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0005886; GO:0007015; GO:0007254; GO:0007266; GO:0007298; GO:0007390; GO:0007391; GO:0007394; GO:0007395; GO:0007411; GO:0007413; GO:0007419; GO:0007422; GO:0007424; GO:0007426; GO:0007435; GO:0007516; GO:0007520; GO:0007613; GO:0008045; GO:0008078; GO:0008258; GO:0008283; GO:0008347; GO:0009611; GO:0010593; GO:0016028; GO:0016199; GO:0016203; GO:0016358; GO:0016477; GO:0019897; GO:0019901; GO:0030032; GO:0030036; GO:0030707; GO:0030866; GO:0031175; GO:0031410; GO:0031532; GO:0032147; GO:0032794; GO:0034334; GO:0035010; GO:0035011; GO:0035099; GO:0035212; GO:0035320; GO:0042052; GO:0042995; GO:0045773; GO:0046330; GO:0046664; GO:0046843; GO:0048010; GO:0048615; GO:0048675; GO:0048747; GO:0048812; GO:0048813; GO:0048814; GO:0050770; GO:0050807; GO:0050975; GO:0051017; GO:0051450; GO:0051491; GO:0051963; GO:0071902; GO:0071907; GO:0090303; GO:0097206; GO:1902669; GO:1903688; GO:1904059	blue	0.498054060826283	0.0588354998130465	4.29046175999891	1.64406270616907	0.261469559797977	0.0865933114032071	0.530177045612371	0.0420546910521446	-0.188652972988217	0.500725001102571	-0.00959497864730376	0.972926848498785	-0.264743863288689	0.340306170967961	-0.141761055975363	0.614286255853349	0.0196296547724042	0.944642812674849	0.0358215213525884	0.899146490052395	0.317964515224924	0.248121925998475	-0.394539607595856	0.145586339072847	-0.29230299142234	0.290427622677183	-0.0291580477175454	0.917841999092775	-0.096779711699551	0.731511726944151	-0.0668614779334319	0.812849248168226
TRINITY_DN52681_c0_g1	F4IGA5	Nuclear pore complex protein NUP133 (Nucleoporin 133) (Nucleoporin Nup155-like)	mRNA transport [GO:0051028]; nuclear pore distribution [GO:0031081]; protein import into nucleus [GO:0006606]	chloroplast [GO:0009507]; membrane [GO:0016020]; nuclear pore outer ring [GO:0031080]	structural constituent of nuclear pore [GO:0017056]	GO:0006606; GO:0009507; GO:0016020; GO:0017056; GO:0031080; GO:0031081; GO:0051028	blue	0.497460811825157	0.059185249872347	3.9253528599708	2.43357327002359	0.328397038893832	0.126127067043985	0.518092971531303	0.0478846778540535	-0.265771586157292	0.338364519870576	0.236981442294529	0.395096206480319	0.0148836218701802	0.958014399687891	-0.157274086317494	0.575629882591185	-0.0777234248939656	0.78306839391384	0.345508331207334	0.207184105306281	0.434556255794935	0.105523490209966	-0.162611945604202	0.562567256915402	0.0669334227783587	0.812651162035562	0.0105227631536568	0.970310031517843	-0.416186634773571	0.122820985817584	-0.0232054707629048	0.934577094046764
TRINITY_DN666237_c0_g1	Q7Q0U1	60S ribosomal protein L38	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625	blue	0.492167738512911	0.062373121758982	6.33122912859506	2.39339165400246	0.128448206667791	0.0292224582978899	0.49322293621805	0.0617278797191999	-0.37370536098547	0.170025214394574	0.420723004841126	0.118380040547208	0.0976933716867465	0.729064575536467	-0.0403740310232693	0.886401325661592	-0.383358123241965	0.158388587260304	0.426340541826868	0.113035561046687	0.720966356455439	0.00242186202789793	-0.319771728606429	0.245294073689875	-0.224142004766542	0.421926257234823	0.0280582547264313	0.920931747368711	-0.255070259811393	0.358887880526361	0.130807363607884	0.642168422574083
TRINITY_DN311791_c1_g2	Q5G1T1	Pentatricopeptide repeat-containing protein At3g49170, chloroplastic (Protein EMBRYO DEFECTIVE 2261)	embryo development ending in seed dormancy [GO:0009793]; RNA modification [GO:0009451]	chloroplast [GO:0009507]	zinc ion binding [GO:0008270]	GO:0008270; GO:0009451; GO:0009507; GO:0009793	blue	0.488149644426027	0.0648750075582746	6.06714021625193	4.53779979657357	0.0322653009809359	0.00507740990690222	0.48178486550867	0.06898560088488	-0.49688021784302	0.0595290031227362	0.237879204567073	0.393254879382955	0.303776199987887	0.27101641663884	-0.473504902609678	0.0746099651471403	0.239479242452061	0.389984530681713	-0.0498243142218677	0.860029986066124	-0.403508691702663	0.135834604205941	0.254899124430586	0.359221558730373	0.460871536589339	0.0838139675468018	-0.411731595230882	0.127292246487636	-0.113331483044139	0.687572339994079	0.0716263709495885	0.799753310474656
TRINITY_DN294612_c7_g4	Q9HFQ2	Serine/threonine-protein phosphatase PP2A catalytic subunit (Protein phosphatase 2a) (EC 3.1.3.16)			metal ion binding [GO:0046872]; phosphoprotein phosphatase activity [GO:0004721]	GO:0004721; GO:0046872	blue	0.484757651555439	0.0670429562963549	5.17094162343952	1.59264850668195	0.126286107058018	0.0285715256301388	0.558785310127749	0.0303652244168616	-0.275790186722941	0.319766063470692	0.496260514867929	0.0598975132477512	0.261502041365174	0.346471838748317	-0.197896498796189	0.479567818662459	0.169118762384447	0.546816723011489	0.214769689198943	0.442086908245851	0.177185345885148	0.527561974090039	-0.255216255290735	0.358603355294541	-0.314933759826577	0.252909120244859	-0.130427198890775	0.643144392210413	0.128316268429956	0.648573450268219	-0.257816199768616	0.353557330011867
TRINITY_DN6201_c0_g1	P0ABE0	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	fatty acid biosynthetic process [GO:0006633]	acetyl-CoA carboxylase complex [GO:0009317]	acetyl-CoA carboxylase activity [GO:0003989]	GO:0003989; GO:0006633; GO:0009317	blue	0.481212226769436	0.0693644188919547	3.33631857971855	1.50071777369211	0.999895446034155	0.99955062163598	0.499654888156812	0.0578992489567153	-0.232130269980225	0.405124933469593	0.215284295140183	0.440967556874276	-0.105398591418101	0.708525353986163	-0.123043311797955	0.662206314592493	-0.133435899754298	0.635435298525717	0.361002207604893	0.186177151100014	0.500000258106519	0.0576986915752297	-0.364141259060778	0.182096624937039	-0.299270177538919	0.278544466231054	-0.060922212734481	0.829237148892487	-0.312412378664937	0.25693450533393	-0.0550263409173645	0.845570213812125
TRINITY_DN299750_c3_g1	Q6AWX0	D-xylose-proton symporter-like 2		integral component of plasma membrane [GO:0005887]; vacuolar membrane [GO:0005774]	carbohydrate:proton symporter activity [GO:0005351]; fructose transmembrane transporter activity [GO:0005353]; glucose transmembrane transporter activity [GO:0005355]	GO:0005351; GO:0005353; GO:0005355; GO:0005774; GO:0005887	blue	0.474847862594591	0.0736761210544105	3.01829992758566	10.7156276069165	0.0181784323683584	0.00238463442376527	0.566333792720442	0.0277371621994712	-0.189009793793549	0.499900310667477	0.387052758190086	0.154078514822698	0.246571321150277	0.375665145587792	-0.405087220461599	0.134165409514457	0.678241116309148	0.00544792774671409	0.108439316036632	0.700470079340661	-0.674508647415072	0.00581257378072058	0.034885469867752	0.901769985609723	0.0595289829533846	0.833091141763347	-0.394180557978811	0.145986251102631	-0.0616829821756797	0.827134205001232	-0.485140670619257	0.0667955687570009
TRINITY_DN292954_c0_g2	Q9LT08	26S proteasome non-ATPase regulatory subunit 14 homolog (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (AtRPN11)	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein catabolic process [GO:0030163]; protein deubiquitination [GO:0016579]; response to salt stress [GO:0009651]	cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]	Lys63-specific deubiquitinase activity [GO:0061578]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; proteasome binding [GO:0070628]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]	GO:0000502; GO:0004843; GO:0005634; GO:0005829; GO:0008237; GO:0008541; GO:0009651; GO:0016579; GO:0030163; GO:0043161; GO:0046872; GO:0061578; GO:0070628	blue	0.474501421272614	0.0739162159975789	3.39807095816338	2.49678489815736	0.351620202048493	0.14115065144235	0.552682654330616	0.0326236238949136	-0.17941478251695	0.522294615784728	0.399165732041595	0.140499524260674	0.0119715645231087	0.96622425739261	-0.0283277361709831	0.920174570017584	0.0215148659176582	0.939334991621447	0.278578053805918	0.314697483335009	0.38264166639148	0.15923357191715	-0.363225405479577	0.183281088740197	-0.480826917601456	0.0696201551375022	0.0112084037109405	0.968376360953171	-0.0486620117352723	0.863266577133569	-0.232638222836949	0.404068635184185
TRINITY_DN299755_c1_g2	P34221	Protein phosphatase 2C homolog 3 (PP2C-3) (EC 3.1.3.16)	cellular response to osmotic stress [GO:0071470]; inactivation of MAPK activity [GO:0000188]; negative regulation of stress-activated MAPK cascade [GO:0032873]; protein dephosphorylation [GO:0006470]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	magnesium-dependent protein serine/threonine phosphatase activity [GO:0004724]; MAP kinase serine/threonine phosphatase activity [GO:1990439]; metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]	GO:0000079; GO:0000188; GO:0004722; GO:0004724; GO:0005634; GO:0005737; GO:0006470; GO:0032873; GO:0046872; GO:0071470; GO:1990439	blue	0.474057219132357	0.074224883151794	5.75069535826684	1.75888918366778	0.999895446034155	0.999519510957177	0.534620074944393	0.0400496513289916	-0.158181701381832	0.57339993990856	0.377519569193214	0.165361833312758	-0.016636900488453	0.95307328365538	-0.13240885004382	0.638063018723735	0.174434267144536	0.534094405775192	0.537348925722413	0.0388539860516591	0.104373542439889	0.711247362660546	-0.308630170880949	0.263045621788944	-0.270482338580859	0.329544925681993	-0.0517697925562701	0.854617181550998	-0.391881676879172	0.148564265008309	-0.184132594911906	0.511227148187993
TRINITY_DN210344_c0_g2	Q54LV8	60S ribosomal protein L34	ribosome biogenesis [GO:0042254]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625; GO:0042254	blue	0.473033873723044	0.074939502549619	5.4788957525085	1.74445437645647	0.150008454181402	0.0371889666224925	0.554664883329533	0.0318766720011287	-0.254734500078938	0.359542703422382	0.531774731336155	0.0413252997007138	0.487318199987123	0.0654016506702859	0.0751123617113119	0.790203402357374	0.302946541537603	0.272393200023681	0.386172738939916	0.155097939202509	-0.0485184160623533	0.863666580115239	0.0136653883242747	0.961448489117654	-0.259800396820313	0.349733061276012	-0.102729327535766	0.715620317058366	0.164927317173331	0.556940615657864	-0.225987115520813	0.418014022414689
TRINITY_DN294612_c5_g1	P48528	Serine/threonine-protein phosphatase PP-X isozyme 2 (EC 3.1.3.16)		cytosol [GO:0005829]; nucleus [GO:0005634]; plastid stroma [GO:0009532]	metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]	GO:0004722; GO:0005634; GO:0005829; GO:0009532; GO:0046872	blue	0.472425053281327	0.075366984825791	4.69170560601746	1.52713375116804	0.147882502389596	0.0361880353651463	0.530458288555064	0.041925607240885	-0.151386069774019	0.59018284924892	-0.010232380701957	0.971129026416736	0.114737453462891	0.683880193451947	0.102941898159353	0.715054499029324	0.153655614834957	0.584555756633275	0.00751757546601932	0.978787058193836	0.14561537939631	0.604588272728917	-0.130993795958622	0.64169000651693	-0.407982048230618	0.131140625672988	-0.198747408550153	0.477642042559957	0.289736828204762	0.294878755171037	-0.337378420790396	0.218787010068886
TRINITY_DN296750_c0_g7	Q9FGH9	Exocyst complex component EXO70B1 (AtExo70b1) (Exocyst subunit Exo70 family protein B1)	defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; exocytosis [GO:0006887]; positive regulation of abscisic acid-activated signaling pathway [GO:0009789]; regulation of stomatal closure [GO:0090333]; response to water deprivation [GO:0009414]	cytosol [GO:0005829]; endomembrane system [GO:0012505]; exocyst [GO:0000145]; extracellular exosome [GO:0070062]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]		GO:0000145; GO:0005829; GO:0005886; GO:0006887; GO:0009414; GO:0009789; GO:0012505; GO:0042742; GO:0045335; GO:0050832; GO:0070062; GO:0090333	blue	0.471213410849114	0.0762229320366969	1.1090430850316	11.7152473771487	0.296518848773712	0.105482985702435	0.515366194198706	0.0492786798723441	-0.248814046135382	0.371197181145141	0.295270522820806	0.285330146465411	0.298926605241935	0.279123536535979	-0.151202866371277	0.59063803704501	0.286898924847327	0.299847713736512	0.146481145176172	0.602418233034943	-0.393528673924261	0.146714210342017	-0.160198706051803	0.568457254993005	-0.0410088467191466	0.884626084583853	0.0595189637591429	0.833118870031238	0.145769003318276	0.604202989811271	-0.311195480105178	0.258891179923723
TRINITY_DN298612_c2_g9	Q54J69	60S ribosomal protein L10	ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; lipid droplet [GO:0005811]	structural constituent of ribosome [GO:0003735]	GO:0000027; GO:0003735; GO:0005811; GO:0006412; GO:0022625	blue	0.468559379424067	0.0781221154636188	3.60694586140822	1.90854003054773	0.34536089056838	0.136475278323502	0.513654152436845	0.0501690529908787	-0.343773533113693	0.209626344534533	0.628361656323702	0.0121168717928225	0.465985516176919	0.0799960037178594	0.248022336686102	0.372771105258382	-0.107995023899337	0.701645243633084	0.260157334689402	0.349047570956816	0.408433549823165	0.130673078613629	0.0924980720279823	0.743011379816557	-0.0603200614122134	0.830902399166056	0.048893334215393	0.862622265449305	-0.198370444035457	0.478494728258479	-0.0258241428883222	0.927211429556208
